CID	Activity	MolecularWeight	HeavyAtomCount	RotatableBondCount	Complexity	XLogP	TPSA	HBondDonorCount	HBondAcceptorCount
31368	Inactive	67.090000	5	0	83.1	0.700	23.8	0	1
31370	Inactive	94.540000	5	1	22.9	0.6	20.2	1	1
31373	Inactive	165.800000	6	0	55.6	3.400	0.0	0	0
31374	Inactive	87.120000	6	0	58.6	-0.800	20.3	0	1
31378	Active agonist	380.400000	27	2	734.0	1.700	94.8	3	6
31386	Inactive	218.270000	15	2	253.0	2.400	42.5	0	2
31388	Inactive	205.660000	12	2	226.0	1.7	54.6	1	3
31390	Inactive	248.300000	17	3	323.0	1.600	80.6	2	4
31398	Inactive	133.530000	8	0	129.0	-0.2	37.4	0	2
31404	Inactive	220.350000	16	2	207.0	5.300	20.2	1	1
31405	Inactive	206.320000	15	2	184.0	4.900	20.2	1	1
31423	Inactive	202.250000	16	0	217.0	4.900	0.0	0	0
31432	Inactive	169.050000	9	2	113.0	2.7	17.1	0	1
31473	Inactive	425.500000	30	13	470.0	3.0	75.7	0	8
31477	Active agonist	309.400000	22	8	348.0	2.700	67.8	2	5
31573	Inactive	255.390000	17	6	214.0	3.900	88.0	2	6
31593	Inactive	260.250000	19	4	325.0	0.900	92.7	1	4
31645	Inactive	238.290000	17	3	270.0	1.700	58.6	0	5
31677	Active antagonist	311.800000	21	9	287.0	4.500	29.5	0	2
31736	Inactive	256.250000	19	5	320.0	3.300	63.6	1	4
31772	Inactive	287.290000	19	2	467.0	1.3	117.0	0	7
31862	Inactive	175.270000	13	1	153.0	2.4	26.0	1	1
31954	Inactive	194.230000	14	6	162.0	2.3	35.5	0	3
31957	Inactive	333.390000	21	9	335.0	4.800	88.8	0	7
32065	Inactive	134.180000	10	0	124.0	0.8	25.8	0	2
32154	Inactive	256.120000	16	3	308.0	3.2	29.1	1	1
32170	Inactive	284.380000	19	7	325.0	2.8	95.7	2	5
32184	Inactive	313.310000	20	7	332.0	3.500	90.5	0	6
32241	Inactive	212.330000	16	2	192.0	5.800	0.0	0	0
32322	Inactive	258.310000	18	9	305.0	1.700	90.6	2	4
32346	Inactive	176.180000	13	1	208.0	0.500	83.8	3	2
32484	Inactive	177.290000	13	2	135.0	3.200	26.0	1	1
32490	Inactive	188.270000	13	7	138.0	1.2	41.6	1	3
32518	Inactive	297.500000	21	12	222.0	6.9	12.5	0	2
32593	Inactive	371.400000	27	7	489.0	4.0	37.4	0	5
32681	Inactive	634.700000	46	11	1080.0	4.5	118.0	1	10
32778	Inactive	449.500000	31	7	697.0	2.9	142.0	3	7
32793	Inactive	202.400000	13	3	176.0	4.8	1.0	1	1
32798	Active agonist	467.000000	32	5	929.0	3.800	80.7	1	6
32897	Inactive	151.210000	11	2	114.0	0.900	23.5	1	2
32933	Active antagonist	266.380000	19	10	307.0	5.4	43.4	0	3
32995	Inactive	220.270000	16	4	245.0	0.7	49.4	1	2
33032	Inactive	147.130000	10	4	145.0	-3.700	101.0	3	5
33036	Inactive	274.790000	19	5	249.0	3.400	16.1	0	2
33039	Inactive	244.220000	17	2	385.0	-0.300	78.9	2	5
33094	Inactive	150.170000	11	2	143.0	2.800	26.3	0	2
33255	Inactive	454.500000	29	7	740.0	-0.400	235.0	2	12
33257	Inactive	153.070000	9	3	156.0	-1.5	89.6	2	4
33259	Inactive	452.500000	30	5	835.0	2.4	180.0	3	10
33263	Inactive	351.500000	26	5	464.0	7.4	50.9	1	3
33287	Inactive	126.220000	9	4	91.1	1.6	0.0	0	0
33443	Inactive	225.290000	16	6	192.0	3.200	72.0	2	6
33478	Inactive	463.500000	32	9	774.0	2.900	153.0	2	8
33500	Inactive	347.290000	24	5	449.0	5.200	94.9	0	8
33572	Inactive	287.350000	21	6	284.0	2.3	72.7	4	4
33599	Inactive	446.700000	32	20	442.0	10.600	52.6	0	4
33613	Inactive	365.400000	25	4	590.0	-2.000	158.0	4	7
33624	Inactive	316.420000	21	7	310.0	1.800	108.0	2	8
33625	Inactive	347.500000	26	5	454.0	4.100	48.1	2	2
33733	Inactive	426.700000	30	23	366.0	9.0	52.6	0	4
33741	Inactive	263.370000	19	4	282.0	2.600	32.7	1	3
33775	Inactive	303.670000	20	2	461.0	2.300	44.7	1	6
33919	Inactive	274.300000	19	2	414.0	2.000	91.4	2	4
33925	Inactive	320.340000	23	6	445.0	1.500	76.2	0	5
33960	Inactive	166.220000	12	4	214.0	3.0	26.3	0	2
34040	Inactive	484.400000	31	5	681.0	3.2	56.6	0	5
34042	Inactive	208.260000	15	4	201.0	1.800	56.5	2	4
34081	Inactive	640.600000	47	16	926.0	2.8	177.0	1	13
34192	Inactive	257.780000	16	5	213.0	3.400	45.6	0	2
34286	Inactive	114.170000	7	0	65.1	1.5	14.1	1	2
34306	Inactive	204.330000	13	8	135.0	3.6	27.3	1	3
34312	Inactive	252.270000	19	0	382.0	1.7	63.4	1	2
34359	Inactive	226.230000	16	4	261.0	-2.2	116.0	5	6
34468	Inactive	322.240000	22	3	419.0	3.2	121.0	1	9
34526	Inactive	305.340000	19	7	310.0	4.200	88.8	0	7
34633	Inactive	427.500000	30	6	601.0	3.000	96.4	1	6
34763	Inactive	226.350000	16	10	207.0	5.800	26.3	0	2
34766	Inactive	225.310000	15	5	199.0	1.900	63.6	1	3
34870	Inactive	337.500000	25	8	387.0	2.1	49.3	2	3
35370	Inactive	267.240000	19	3	484.0	0.000	93.2	2	6
35455	Active agonist	320.400000	24	4	462.0	3.100	40.6	0	2
35751	Inactive	261.320000	19	4	315.0	1.500	46.6	0	3
35785	Inactive	194.310000	14	3	238.0	3.1	17.1	0	1
36081	Inactive	198.300000	14	3	195.0	3.4	26.3	0	2
36102	Inactive	332.400000	23	5	473.0	3.300	83.6	2	3
36143	Inactive	167.160000	12	2	164.0	-2.100	83.6	3	4
36190	Inactive	223.310000	16	7	171.0	2.400	21.7	0	3
36209	Inactive	200.380000	14	9	98.6	4.0	0.0	0	0
36242	Inactive	284.130000	18	1	405.0	3.000	37.4	0	2
36273	Active agonist	325.400000	22	3	500.0	2.100	98.5	1	5
36274	Inactive	252.700000	17	4	320.0	2.400	86.5	2	6
36294	Inactive	467.500000	32	6	609.0	-6.2	268.0	10	14
36303	Active antagonist	337.400000	25	5	448.0	3.2	38.8	0	4
36326	Inactive	162.230000	12	2	154.0	1.700	24.4	1	1
36339	Inactive	244.290000	18	5	277.0	3.000	44.1	0	3
36354	Inactive	270.150000	17	4	296.0	2.7	27.6	1	1
36382	Inactive	177.290000	13	5	114.0	3.900	26.0	1	1
36383	Inactive	285.300000	20	8	281.0	0.4	122.0	4	7
36392	Inactive	355.700000	23	5	403.0	5.000	94.9	0	8
36565	Inactive	295.330000	21	4	359.0	5.1	104.0	1	5
36573	Inactive	163.150000	10	0	283.0	-0.3	80.8	1	4
36604	Inactive	149.230000	11	3	95.0	2.100	12.0	1	1
36663	Inactive	331.400000	24	3	445.0	3.2	40.5	1	5
36679	Inactive	206.280000	15	2	206.0	2.900	32.3	1	1
36811	Inactive	301.400000	22	7	305.0	3.4	72.7	4	4
36822	Inactive	134.180000	10	0	99.8	0.9	25.8	0	2
36921	Inactive	384.400000	25	5	640.0	0.800	178.0	3	8
37034	Inactive	360.900000	18	1	258.0	7.200	0.0	0	0
37125	Inactive	322.500000	18	8	268.0	4.900	101.0	0	5
37384	Inactive	372.400000	27	10	404.0	1.8	85.9	2	5
37464	Inactive	291.400000	21	7	294.0	4.200	41.5	2	3
37497	Inactive	276.400000	20	7	283.0	3.700	32.3	1	2
37511	Inactive	103.160000	7	2	45.3	0.0	23.5	1	2
37517	Inactive	330.160000	21	2	448.0	3.100	69.7	1	3
37524	Inactive	156.270000	11	0	134.0	0.6	38.0	2	2
37767	Inactive	714.100000	49	24	1010.0	11.6	104.0	0	8
37768	Inactive	585.600000	40	10	819.0	-7.9	332.0	13	17
37907	Inactive	292.760000	20	5	335.0	3.7	44.1	0	3
37910	Inactive	344.400000	25	10	386.0	1.8	93.8	3	5
37995	Inactive	292.290000	18	7	287.0	3.200	94.8	0	7
38037	Inactive	257.500000	15	1	197.0	5.800	0.0	0	0
38089	Inactive	288.400000	21	6	316.0	3.500	29.5	1	2
38103	Inactive	349.400000	24	4	697.0	0.400	138.0	3	6
38235	Inactive	218.320000	14	5	221.0	2.2	76.0	1	4
38258	Inactive	388.290000	27	6	627.0	-3.4	222.0	8	8
38284	Inactive	198.220000	15	3	197.0	3.400	26.3	0	2
38347	Inactive	293.080000	16	6	253.0	0.3	71.0	2	6
38409	Inactive	331.200000	20	5	379.0	4.1	91.8	1	5
38521	Inactive	213.280000	15	2	245.0	0.0	82.9	2	3
38764	Inactive	263.400000	20	6	297.0	6.2	23.8	0	1
38779	Inactive	373.630000	18	7	296.0	4.700	60.8	0	4
38854	Inactive	202.210000	15	1	328.0	0.700	71.0	1	4
38855	Inactive	356.500000	25	19	328.0	7.5	52.6	0	4
38884	Active antagonist	316.420000	21	8	397.0	2.700	92.8	1	7
38945	Inactive	192.260000	14	2	196.0	0.800	55.1	2	2
39040	Active antagonist	189.240000	13	0	211.0	1.700	58.4	0	3
39042	Inactive	361.800000	25	7	452.0	3.800	75.6	2	4
39147	Inactive	309.400000	22	6	344.0	0.700	82.0	4	5
39214	Inactive	272.690000	18	4	292.0	0.400	114.0	2	6
39223	Inactive	313.740000	18	7	301.0	3.9	90.5	0	6
39230	Inactive	342.100000	22	4	417.0	4.500	81.4	0	5
39327	Inactive	361.700000	24	4	432.0	4.700	64.3	0	7
39385	Inactive	293.750000	20	5	338.0	2.800	57.0	0	4
39468	Inactive	291.400000	21	6	350.0	2.400	58.6	2	4
39485	Active antagonist	192.210000	14	6	183.0	2.4	35.5	0	3
39526	Inactive	414.000000	28	3	578.0	4.0	52.1	0	4
39765	Inactive	557.800000	40	6	958.0	6.5	55.8	0	5
39801	Inactive	198.300000	14	10	152.0	4.000	26.3	0	2
39912	Inactive	206.280000	15	4	203.0	3.500	37.3	1	2
39965	Inactive	252.310000	18	2	386.0	1.3	56.2	0	2
40000	Active agonist	430.500000	31	4	862.0	2.5	93.1	2	6
40018	Inactive	300.290000	20	2	516.0	0.2	154.0	3	7
40273	Inactive	200.660000	13	4	141.0	3.400	18.5	0	2
40302	Active antagonist	176.240000	12	1	146.0	2.3	67.2	1	3
40632	Inactive	185.220000	14	1	285.0	1.9	20.3	0	1
40813	Inactive	272.260000	20	3	337.0	1.2	99.8	2	4
40854	Inactive	315.300000	22	4	428.0	2.300	103.0	2	5
41049	Inactive	233.350000	17	2	243.0	3.4	23.5	1	2
41109	Inactive	420.800000	29	7	653.0	2.300	94.0	0	6
41287	Inactive	314.400000	23	7	359.0	2.7	46.5	1	3
41331	Inactive	144.120000	10	4	159.0	0.2	63.6	1	4
41368	Inactive	295.760000	20	5	303.0	3.100	60.2	1	4
41381	Inactive	333.260000	23	4	449.0	5.100	94.9	0	8
41384	Inactive	380.500000	26	10	439.0	5.700	67.3	0	5
41385	Inactive	210.300000	12	0	371.0	-0.5	85.0	0	4
41428	Inactive	256.500000	14	3	216.0	3.0	59.4	1	4
41463	Inactive	378.900000	25	11	380.0	6.6	77.4	0	5
41632	Inactive	269.340000	20	4	316.0	3.700	38.3	1	2
41690	Inactive	180.290000	13	1	170.0	3.4	17.1	0	1
41781	Inactive	348.400000	24	5	518.0	2.7	109.0	3	5
41859	Inactive	475.600000	33	8	673.0	-4.2	200.0	8	12
42008	Inactive	471.500000	30	9	818.0	-0.600	239.0	2	12
42504	Inactive	301.340000	22	5	402.0	2.600	59.8	0	4
42725	Active antagonist	227.260000	17	2	261.0	1.4	81.1	3	3
42745	Inactive	186.290000	13	6	156.0	3.5	26.3	0	2
42890	Active agonist	497.500000	36	3	912.0	1.900	177.0	5	10
42963	Inactive	294.300000	21	7	373.0	-1.600	107.0	3	6
43079	Inactive	329.300000	24	2	543.0	3.200	20.3	0	5
43231	Inactive	380.700000	20	3	604.0	1.2	163.0	3	7
43233	Inactive	300.140000	19	3	315.0	2.300	49.2	0	4
43234	Inactive	342.200000	22	5	377.0	3.500	49.2	0	4
43262	Inactive	305.370000	21	7	337.0	-0.6	80.6	2	7
43507	Inactive	519.600000	35	10	905.0	-3.200	244.0	4	12
43594	Inactive	542.600000	35	9	999.0	-1.900	264.0	4	13
43598	Inactive	226.340000	15	6	206.0	3.4	55.5	0	3
43704	Inactive	295.290000	21	6	371.0	3.1	98.4	0	6
43708	Inactive	525.600000	34	10	848.0	-2.400	251.0	3	13
43961	Inactive	245.340000	17	4	224.0	2.0	71.6	2	3
44112	Inactive	380.500000	28	9	499.0	4.700	63.4	2	4
44187	Inactive	645.700000	44	9	1250.0	-0.700	271.0	4	13
44368	Active agonist	266.300000	21	0	399.0	6.900	0.0	0	0
44668	Inactive	228.330000	17	3	235.0	3.300	27.8	2	1
47319	Active agonist	929.100000	67	26	1390.0	7.9	126.0	0	12
47445	Inactive	358.700000	24	3	454.0	5.600	67.4	2	6
47455	Inactive	356.600000	21	10	309.0	4.4	57.6	0	5
47491	Inactive	357.770000	23	4	514.0	2.3	132.0	2	7
47499	Inactive	520.500000	36	9	958.0	-0.600	232.0	4	13
47510	Inactive	220.270000	16	2	267.0	1.6	79.5	3	2
47528	Inactive	211.170000	15	4	228.0	0.800	97.0	1	5
47641	Inactive	287.400000	22	5	342.0	5.1	3.2	0	1
47649	Inactive	160.300000	9	2	87.1	1.900	63.7	0	3
47811	Inactive	314.500000	22	4	388.0	4.2	44.3	1	2
47898	Inactive	323.310000	23	4	398.0	3.700	38.3	1	5
47938	Active antagonist	361.800000	25	7	443.0	4.100	70.8	0	6
47965	Inactive	363.400000	25	4	629.0	-2.100	158.0	4	7
47979	Inactive	383.500000	26	8	592.0	0.800	119.0	2	7
48041	Inactive	352.500000	26	6	434.0	4.3	41.6	1	3
48229	Inactive	414.300000	30	5	644.0	5.3	77.5	1	9
49381	Inactive	309.400000	23	1	444.0	2.9	18.8	0	3
49939	Inactive	194.290000	12	7	179.0	2.5	62.8	1	3
50112	Inactive	1473.600000	102	38	2740.0	-6.7	696.0	21	32
50192	Inactive	602.900000	43	6	1060.0	4.5	59.1	0	6
50218	Inactive	440.500000	31	7	710.0	4.5	131.0	1	9
50259	Active antagonist	237.340000	17	4	361.0	3.1	40.5	1	2
50287	Inactive	312.400000	20	8	397.0	-0.4	191.0	4	6
50293	Inactive	230.900000	11	0	133.0	3.4	12.9	0	1
50294	Inactive	371.300000	27	5	753.0	2.200	121.0	2	8
50465	Inactive	255.030000	15	3	246.0	1.8	85.4	2	6
50491	Active antagonist	347.390000	23	6	654.0	0.7	115.0	0	7
50895	Active antagonist	361.700000	24	5	429.0	4.2	68.6	1	8
50897	Active antagonist	383.400000	27	9	453.0	4.500	57.6	0	8
50942	Inactive	266.250000	19	2	398.0	-0.900	76.9	0	5
51039	Inactive	367.800000	24	4	606.0	-1.800	138.0	3	6
51045	Inactive	363.500000	27	8	515.0	3.3	81.1	3	4
51081	Inactive	333.360000	24	3	545.0	0.300	64.1	1	7
51173	Inactive	217.140000	14	2	260.0	-0.600	98.2	3	5
51263	Inactive	416.500000	30	9	614.0	2.200	81.0	0	6
51556	Inactive	438.800000	28	4	693.0	2.400	127.0	1	9
51576	Inactive	218.200000	16	2	352.0	1.7	63.6	1	4
51605	Inactive	301.340000	22	8	310.0	4.300	56.8	1	4
51634	Inactive	219.281000	15	4	190.0	-0.600	84.2	4	5
51683	Inactive	173.210000	12	0	176.0	-1.3	63.9	3	4
52997	Inactive	364.400000	25	5	581.0	1.9	136.0	2	7
52999	Inactive	381.370000	26	6	609.0	1.5	158.0	2	9
53001	Inactive	232.230000	17	5	252.0	1.400	64.4	1	4
53025	Inactive	575.600000	36	9	1090.0	0.100	321.0	4	15
53172	Inactive	194.230000	14	4	239.0	3.7	58.9	0	4
53276	Inactive	304.320000	22	6	350.0	2.400	89.3	3	6
53359	Inactive	357.300000	24	4	486.0	3.7	81.9	1	7
53389	Inactive	321.500000	24	4	380.0	3.9	20.2	1	2
53462	Inactive	198.220000	15	0	245.0	1.500	56.7	1	3
53555	Inactive	283.320000	21	5	377.0	1.5	60.0	1	3
53708	Active antagonist	248.300000	17	3	371.0	1.6	83.5	2	3
53735	Inactive	278.300000	20	3	364.0	1.8	59.1	0	4
54117	Inactive	435.400000	28	7	808.0	0.3	238.0	4	12
54158	Inactive	387.230000	23	7	443.0	-0.1	107.0	3	6
54343	Inactive	353.800000	23	7	475.0	2.9	91.8	2	5
54362	Inactive	453.500000	30	8	861.0	-0.700	238.0	4	12
54385	Inactive	420.500000	31	4	681.0	2.5	64.3	1	5
54477	Inactive	371.270000	22	6	369.0	2.100	50.8	1	4
54562	Inactive	219.330000	16	2	243.0	2.3	31.9	1	2
54580	Active agonist	500.600000	34	6	984.0	4.000	106.0	1	9
54585	Inactive	357.320000	26	7	545.0	2.2	149.0	4	8
54687	Inactive	424.500000	30	11	656.0	1.600	124.0	4	7
54738	Inactive	261.280000	19	3	433.0	1.2	91.6	2	5
54739	Inactive	311.330000	23	3	545.0	2.5	91.6	2	5
54740	Inactive	289.330000	21	4	475.0	2.0	91.6	2	5
54744	Inactive	288.340000	21	4	472.0	2.6	67.8	1	4
54745	Inactive	367.200000	23	10	366.0	5.4	74.4	1	6
54746	Inactive	451.600000	33	8	713.0	3.4	71.7	2	4
54766	Inactive	367.400000	26	8	446.0	1.2	91.3	2	6
54778	Inactive	239.700000	16	2	280.0	2.5	29.5	0	2
54841	Inactive	255.350000	19	6	237.0	3.7	21.3	1	2
54892	Inactive	438.500000	32	10	648.0	1.2	95.9	2	6
54897	Inactive	404.300000	27	7	478.0	4.800	37.6	0	2
54960	Inactive	410.400000	28	8	627.0	1.6	154.0	2	9
55245	Active antagonist	429.600000	32	3	921.0	3.8	40.5	1	3
55362	Inactive	387.500000	27	17	429.0	-2.0	181.0	7	6
55483	Inactive	356.500000	26	13	334.0	2.500	64.5	4	4
55918	Active antagonist	240.260000	18	2	347.0	0.7	59.3	1	3
56032	Inactive	186.250000	14	2	181.0	2.7	28.7	1	1
56052	Inactive	301.400000	22	7	297.0	2.7	72.7	4	4
56206	Inactive	399.400000	29	3	672.0	1.600	64.1	1	8
56208	Inactive	385.400000	28	3	645.0	0.300	72.9	2	8
56330	Inactive	417.500000	30	9	608.0	0.600	99.2	2	7
56463	Inactive	378.500000	28	6	514.0	3.3	43.7	0	4
56959	Inactive	427.500000	31	9	531.0	2.7	74.3	2	6
56971	Inactive	401.500000	28	6	638.0	1.5	95.1	0	7
57242	Inactive	246.350000	18	2	283.0	1.9	55.0	1	4
57267	Inactive	340.800000	23	6	396.0	3.100	61.8	2	4
57364	Inactive	374.500000	28	7	555.0	2.2	56.3	2	3
57469	Inactive	240.300000	18	2	294.0	2.6	56.7	1	3
57697	Inactive	228.210000	17	1	489.0	-0.3	87.1	1	5
57782	Inactive	280.320000	20	5	390.0	0.700	78.7	1	4
58258	Inactive	363.400000	25	2	608.0	-0.300	89.4	1	8
58505	Inactive	313.420000	21	8	408.0	0.500	86.9	2	5
59227	Inactive	315.500000	22	6	337.0	4.9	51.7	1	3
59693	Inactive	223.270000	17	1	311.0	2.1	41.6	0	2
59708	Inactive	170.210000	12	3	203.0	-0.3	63.4	1	2
59768	Inactive	295.370000	21	10	288.0	1.900	67.8	2	5
60021	Inactive	417.400000	30	3	721.0	0.600	72.9	2	9
60164	Active antagonist	412.500000	31	4	645.0	7.7	46.5	1	3
60172	Inactive	273.190000	18	5	327.0	-2.000	136.0	3	8
60490	Inactive	236.290000	16	2	275.0	1.6	94.8	2	3
60511	Inactive	268.350000	20	5	306.0	2.3	55.1	2	2
60561	Inactive	385.500000	27	11	485.0	3.3	97.8	1	5
60582	Inactive	272.280000	18	5	407.0	-0.600	135.0	3	6
60605	Inactive	395.400000	28	3	691.0	0.9	72.9	2	9
60613	Inactive	279.190000	18	6	417.0	-3.6	146.0	4	6
60648	Inactive	375.600000	25	6	474.0	2.7	97.0	1	5
60651	Inactive	362.400000	26	2	636.0	-0.500	76.6	1	9
60703	Inactive	347.900000	24	5	359.0	4.5	23.5	1	3
60715	Inactive	404.500000	28	8	488.0	-8.2	145.0	4	11
60726	Inactive	334.160000	20	4	366.0	3.3	80.4	2	4
60750	Inactive	263.200000	18	2	426.0	-1.500	108.0	3	6
60753	Inactive	384.600000	26	14	443.0	4.0	78.0	2	5
60755	Inactive	419.430000	29	16	544.0	-9.0	180.0	5	11
60768	Inactive	396.500000	29	4	593.0	3.4	45.9	0	4
60769	Inactive	358.400000	26	5	512.0	2.3	67.9	1	5
60785	Inactive	425.500000	30	5	683.0	4.0	52.2	0	6
60790	Inactive	384.400000	28	9	529.0	1.7	89.0	3	6
60810	Inactive	475.600000	34	6	650.0	4.8	60.9	1	5
60840	Inactive	303.400000	23	4	406.0	4.6	41.6	1	1
60852	Inactive	319.230000	19	9	342.0	-4.1	139.0	5	8
60855	Inactive	332.310000	23	6	518.0	-3.2	201.0	7	8
60857	Inactive	287.360000	21	5	375.0	2.2	57.4	2	3
60860	Inactive	275.090000	12	2	166.0	1.0	64.4	2	1
60871	Inactive	501.500000	34	15	706.0	1.800	167.0	1	12
60877	Inactive	247.250000	16	2	374.0	-0.600	113.0	2	5
60910	Inactive	358.650000	21	8	395.0	1.0	80.3	0	7
60937	Inactive	318.610000	17	4	324.0	-0.3	140.0	4	7
60947	Inactive	440.600000	30	14	579.0	1.400	113.0	3	7
60953	Inactive	359.350000	25	7	582.0	0.6	121.0	3	7
60961	Inactive	267.240000	19	2	335.0	-1.100	140.0	4	8
60976	Inactive	215.230000	14	3	274.0	0.7	26.1	0	4
60977	Inactive	323.400000	24	6	389.0	3.9	29.5	0	3
60988	Inactive	253.300000	15	2	416.0	-0.200	152.0	3	7
60995	Inactive	166.220000	12	4	104.0	2.1	18.5	0	2
60999	Inactive	226.270000	17	5	225.0	3.2	26.3	0	2
61002	Inactive	151.170000	11	2	132.0	0.100	67.2	3	2
61005	Inactive	208.250000	15	6	183.0	2.8	35.5	0	3
61007	Inactive	178.230000	13	4	158.0	2.100	26.3	0	2
61008	Inactive	190.240000	14	4	200.0	2.5	26.3	0	2
61014	Inactive	270.360000	19	0	237.0	4.2	52.6	0	4
61016	Inactive	140.220000	10	4	121.0	2.5	17.1	0	1
61017	Inactive	129.240000	9	2	87.2	2.0	26.0	1	1
61020	Inactive	84.120000	6	1	68.0	1.2	17.1	0	1
61027	Inactive	240.380000	17	13	187.0	5.5	26.3	0	2
61032	Inactive	85.100000	6	2	61.2	-0.2	33.0	0	2
61038	Inactive	160.250000	11	6	87.6	1.8	40.5	2	2
61040	Inactive	182.260000	13	6	202.0	3.3	26.3	0	2
61041	Inactive	150.220000	11	1	231.0	2.1	17.1	0	1
61048	Inactive	178.230000	13	4	158.0	3.600	26.3	0	2
61051	Inactive	266.300000	20	7	297.0	4.900	26.3	0	2
61053	Inactive	221.250000	16	5	245.0	2.000	55.4	1	3
61054	Inactive	166.170000	12	4	128.0	1.700	35.5	0	3
61055	Inactive	144.210000	10	3	81.7	-0.7	38.5	1	3
61056	Inactive	186.330000	13	6	118.0	4.3	20.2	1	1
61057	Inactive	184.320000	13	6	147.0	3.8	17.1	0	1
61059	Active antagonist	210.300000	12	7	142.0	0.600	54.6	2	6
61070	Inactive	310.370000	20	10	420.0	1.6	115.0	1	7
61098	Inactive	210.310000	15	7	249.0	3.8	26.3	0	2
61124	Inactive	166.260000	12	2	211.0	2.2	17.1	0	1
61138	Inactive	100.117000	7	3	76.1	0.8	37.3	1	2
61144	Inactive	162.400000	7	0	85.4	1.000	43.1	1	1
61151	Inactive	166.170000	12	3	156.0	2.000	35.5	0	3
61163	Inactive	131.170000	9	2	71.5	-0.8	32.7	1	3
61186	Inactive	120.580000	7	3	61.1	2.400	17.1	0	1
61196	Inactive	214.300000	15	10	164.0	1.500	38.7	1	3
61204	Inactive	184.270000	13	5	154.0	3.100	26.3	0	2
61207	Inactive	102.130000	7	2	61.0	1.1	26.3	0	2
61209	Inactive	112.130000	8	0	138.0	0.2	34.1	0	2
61225	Inactive	244.240000	18	4	294.0	2.9	52.6	0	4
61234	Inactive	134.170000	9	3	66.7	-0.7	60.7	3	3
61247	Inactive	102.170000	7	2	48.1	1.6	9.2	0	1
61274	Inactive	108.120000	6	1	89.5	-1.1	106.0	3	4
61285	Inactive	227.330000	15	5	261.0	2.5	54.6	1	3
61286	Inactive	333.200000	21	10	299.0	6.300	35.5	0	3
61290	Inactive	184.270000	13	6	179.0	3.3	26.3	0	2
61329	Inactive	177.290000	13	3	126.0	3.6	3.2	0	1
61341	Inactive	146.140000	11	1	156.0	2.300	30.2	0	2
61345	Inactive	155.020000	8	2	98.6	2.2	17.1	0	1
61346	Inactive	126.200000	9	5	94.7	2.400	17.1	0	1
61384	Inactive	220.310000	16	8	183.0	4.200	26.3	0	2
61391	Inactive	358.400000	25	4	656.0	2.1	120.0	1	7
61410	Inactive	198.300000	14	10	152.0	4.3	26.3	0	2
61417	Inactive	194.230000	14	5	171.0	2.700	35.5	0	3
61503	Inactive	90.080000	6	1	59.1	-0.700	57.5	2	3
61527	Inactive	138.160000	10	1	142.0	1.5	30.2	0	2
61571	Inactive	155.280000	11	3	91.0	2.8	3.2	0	1
61574	Inactive	290.500000	19	16	154.0	5.6	54.8	1	3
61583	Inactive	247.330000	18	4	276.0	2.5	29.5	0	3
61585	Inactive	244.370000	18	2	334.0	5.0	17.1	0	1
61594	Inactive	196.670000	13	1	166.0	4.200	20.2	1	1
61631	Inactive	170.250000	12	7	139.0	3.2	26.3	0	2
61634	Inactive	126.150000	9	0	142.0	0.7	34.1	0	2
61660	Inactive	156.200000	10	3	125.0	1.3	55.5	0	3
61663	Inactive	126.180000	8	1	92.5	1.8	45.3	0	2
61670	Inactive	144.170000	11	0	136.0	2.000	25.8	0	2
61718	Inactive	256.340000	18	8	224.0	1.0	43.5	0	4
61719	Inactive	322.400000	24	4	444.0	5.5	58.2	2	4
61771	Inactive	154.250000	11	2	140.0	2.8	17.1	0	1
61828	Inactive	241.470000	11	0	231.0	1.3	40.6	0	2
61931	Inactive	246.340000	17	10	208.0	4.7	44.8	0	4
61945	Active antagonist	140.210000	9	2	77.5	0.400	26.8	1	3
61948	Active antagonist	265.930000	10	3	196.0	1.400	47.6	0	2
61953	Inactive	194.310000	14	0	264.0	3.0	9.2	0	1
61972	Inactive	624.000000	27	8	433.0	8.7	18.5	0	2
61982	Inactive	186.320000	12	1	186.0	2.3	18.1	1	2
62065	Inactive	274.150000	15	4	191.0	2.600	44.5	1	3
62092	Inactive	192.250000	14	4	179.0	3.500	26.3	0	2
62098	Inactive	192.210000	14	3	215.0	1.800	35.5	0	3
62105	Inactive	180.300000	10	0	126.0	0.6	91.1	2	4
62118	Inactive	118.176000	8	3	59.5	0.4	29.5	1	2
62142	Inactive	320.420000	22	11	275.0	2.4	99.4	4	6
62158	Inactive	242.230000	17	6	233.0	0.3	108.0	3	6
62210	Active antagonist	421.730000	28	4	548.0	5.2	94.9	0	9
62217	Inactive	263.290000	20	3	344.0	4.5	52.3	1	3
62240	Inactive	212.330000	15	4	221.0	4.1	26.3	0	2
62277	Inactive	278.220000	19	5	376.0	-2.5	154.0	5	7
62278	Inactive	352.500000	26	6	422.0	2.900	43.8	1	3
62281	Inactive	350.500000	26	6	418.0	4.500	23.6	0	2
62296	Inactive	356.500000	25	6	424.0	4.5	51.8	0	3
62300	Inactive	354.500000	26	6	422.0	4.200	23.6	0	3
62328	Inactive	210.310000	15	4	264.0	2.9	26.3	0	2
62329	Inactive	297.260000	21	1	416.0	3.800	138.0	0	6
62330	Inactive	380.400000	29	4	579.0	7.1	69.7	1	5
62334	Inactive	198.300000	14	3	203.0	3.6	26.3	0	2
