PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
2710,26757809,4197,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164390-01/24055795,,Inactive,,,,,,,,,,4,,-2.441,,-10.7339,-9.5346,-9.2279,-6.5877,0.7523,-5.3391,-9.5458,-7.8308,-1.8079,-0.7017,-2.1683,-5.6686,,-3.7116,-0.9957,-2.441,,,,,,,,,,,,,,,4,,-7.2064,,-8.7955,-7.3653,-5.6858,0.8367,-6.8805,2.4065,-12.4136,10.042,-4.95,-9.1273,-5.0837,-5.4272,,-9.7899,-7.0583,-7.2064,,,,,,,,,,,,,,,4,0 0 0 0 1 0 1 0 0 0 0 0 0 0 0,-13.8791,,-29.3393,-32.5926,-32.5684,-44.6637,-10.0766,-44.2508,-19.456,-54.7225,-13.3347,-2.0219,-18.5443,-22.2279,,-5.9307,-9.8468,-13.8791,,,,,,,,,QC'd by SigmaAldrich
2711,26757810,117746,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164391-01/24056391,,Inactive,,,,,,,,,,4,,-10.9374,,-13.035,-9.7947,-4.2599,-9.2183,-13.7893,-12.8217,-6.1587,-7.9383,-14.8304,-5.1397,-5.4522,-6.764,,-10.4105,-8.5537,-10.9374,,,,,,,,,,,,,,,4,,2.8739,,-2.3398,2.9446,3.0599,-0.5646,-6.6451,-4.9504,0.1795,-2.0654,2.1962,1.2222,0.0915,0.3663,,-0.9911,-1.1046,2.8739,,,,,,,,,,,,,,,4,,-35.758,,-24.3159,-34.0757,-13.2094,-24.8219,-19.0116,-18.1479,-15.8579,-4.6399,-39.3007,-14.8277,-11.7701,-16.8194,,-20.2226,-16.4671,-35.758,,,,,,,,,QC'd by SigmaAldrich
2712,26757811,21859,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164392-01/24055800,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19.1185,,-3.9666,3.1075,8.4005,1.0826,-0.4094,3.885,-3.5789,1.1158,2.3947,7.8375,5.3218,6.1378,,8.0225,6.7184,19.1185,,,,,,,,,,,,,,,4,,-9.4365,,-11.6634,-12.0439,-12.6393,-17.4806,-17.8396,-14.1243,-6.5476,-14.4536,-10.6238,-5.0091,-13.6911,-15.1858,,-13.4311,-10.8937,-9.4365,,,,,,,,,,,,,,,4,1 0 0 0 0 0 1 0 0 0 0 0 0 0 0,27.7978,,-26.8953,-11.0096,13.6794,-0.5746,-5.5632,-2.1472,-39.9566,-1.1567,-10.2886,-15.4119,2.7233,8.1289,,5.5701,-2.0861,27.7978,,,,,,,,,QC'd by SigmaAldrich
2713,26757812,5702238,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164393-01/24055907,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0 0 0 0 0 0 0 0 1,-14.9385,,-6.3548,2.0659,-2.3715,-6.7033,-6.2754,-8.7415,-4.9522,-0.9753,-2.4247,-9.4578,1.3293,6.6098,,8.5238,11.0929,-14.9385,,,,,,,,,,,,,,,4,,-7.2124,,-3.0321,0.6586,-4.6044,-3.8449,-3.5763,2.2074,3.9428,4.8078,-1.6264,3.6266,1.7181,-0.7384,,3.3621,2.6255,-7.2124,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 1 0 0 0 0 1,-39.008,,-20.567,-13.779,0.9108,-23.9153,-23.9201,-42.1911,-36.0809,-23.9831,-9.7494,-44.3767,-15.5408,-0.8293,,-9.3834,8.0425,-39.008,,,,,,,,,QC'd by SigmaAldrich
2714,26757813,13266,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164394-01/24056482,,Inactive,,,,,,,,,,4,,-5.8458,,-10.8404,-6.172,-1.7175,-5.5969,-9.2203,-10.7751,-7.6672,-12.5679,-8.3025,-0.7119,-4.2354,-1.1012,,-10.8034,-0.9176,-5.8458,,,,,,,,,,,,,,,4,,-5.3836,,-14.12,-9.5919,-7.3085,-11.03,-9.0637,-7.1715,-6.0214,1.7926,-4.6643,-10.5556,-6.2288,-9.3914,,-2.7042,-4.452,-5.3836,,,,,,,,,,,,,,,4,,-25.2112,,-12.8688,-16.9757,-5.2332,-13.644,-28.1607,-35.6648,-29.606,-49.5775,-29.0714,3.1796,-19.6152,-4.7217,,-37.3988,-15.283,-25.2112,,,,,,,,,QC'd by SigmaAldrich
2715,26757814,5365642,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164395-01/24056079,,Inactive,,,,,,,,,,4,,3.5071,,-3.7126,-5.0691,1.9557,-0.2516,-9.2592,0.8841,-3.7669,2.5347,3.6093,4.1728,-6.7767,-4.8762,,5.2168,-5.1735,3.5071,,,,,,,,,,,,,,,4,,-6.4412,,-4.3428,0.6255,-3.7164,2.1021,-9.4457,-1.5636,2.4786,-1.1527,-2.2222,-1.8889,-0.0436,-3.5821,,-0.3817,-4.2718,-6.4412,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 1 0 0 0 0,15.8199,,-13.1039,-32.8202,6.4304,-26.853,-23.3481,-12.7858,-34.7818,-1.4689,6.2818,0.0101,-34.3316,-13.4865,,-3.052,-22.22,15.8199,,,,,,,,,QC'd by SigmaAldrich
2716,26757815,5367650,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164396-01/24055598,,Inactive,,,,,,,,,,4,,6.3929,,0.5742,145.001,-6.0455,2.2165,-4.6666,11.2168,0.2785,0.0309,7.4198,6.0762,-0.0618,-0.5718,,2.7041,3.702,6.3929,,,,,,,,,,,,,,,4,,2.3397,,1.328,110.979,6.8002,1.7814,13.7358,4.5223,4.9891,8.0939,3.8062,5.1088,18.2286,2.9391,,0.8729,0.5953,2.3397,,,,,,,,,,,,,,,4,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0,9.9095,,-4.202,-8.5359,-34.0383,-5.8708,-47.1546,12.9325,-18.0698,-20.6653,12.9867,-1.2133,-42.7283,-9.532,,3.5251,8.6188,9.9095,,,,,,,,,QC'd by SigmaAldrich
2717,26757816,5833,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164397-01/24056933,,Inactive,,,,,,,,,,4,,-2.6306,,-17.7896,-15.2878,-14.4296,-9.7252,-3.2243,-10.4525,-9.0962,-6.5051,-7.3425,-5.0465,1.7622,1.7982,,-6.5882,-4.1398,-2.6306,,,,,,,,,,,,,,,4,,-13.5648,,-7.0457,-4.498,0.1278,-10.2092,-12.9785,7.5918,-4.0266,-12.8957,0.091,-4.2872,-8.4572,-8.3649,,-10.8871,-4.6022,-13.5648,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 1 0 0 0 0 0 0 0,-1.3073,,-58.4862,-60.924,-63.7181,-37.3761,-11.7098,-68.804,-48.5694,-9.5074,-48.1542,-36.9376,-9.049,-12.6472,,-21.2308,-34.5612,-1.3073,,,,,,,,,QC'd by SigmaAldrich
2718,26757817,246983,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164398-01/24056865,,Inactive,,,,,,,,,,4,,-1.0776,,-3.4358,6.0858,7.1967,0.6728,3.5276,4.7965,-5.3624,-3.906,5.2374,4.3959,-0.2089,-0.9764,,0.3753,1.9358,-1.0776,,,,,,,,,,,,,,,4,,8.8736,,-3.5749,1.2159,4.7266,1.1021,-2.1568,-1.0883,1.0983,7.3018,3.1182,-0.8889,0.2331,-0.3728,,4.8678,1.6408,8.8736,,,,,,,,,,,,,,,4,,-30.079,,0.6406,7.4665,6.6735,-9.5257,9.8431,14.383,-23.7313,-29.1745,7.3739,13.7172,-3.8217,-2.2403,,-15.2669,-2.4919,-30.079,,,,,,,,,QC'd by SigmaAldrich
2719,26757818,449459,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164399-01/24056147,,Inactive,,,,,,,,,,4,,-23.5959,,-18.6861,-11.1023,-18.0165,-6.7637,-7.5325,-4.6749,-7.7455,-14.2765,-12.245,4.6299,-11.0652,0.5841,,-17.704,-9.7799,-23.5959,,,,,,,,,,,,,,,4,,-2.7523,,-12.4444,-11.4587,-0.8116,-14.7147,-5.7853,-7.395,-5.1795,-0.5728,-1.1678,-10.1111,13.1547,-11.1892,,-15.3074,-10.1791,-2.7523,,,,,,,,,,,,,,,4,,-64.5703,,-29.5885,-15.0949,-49.2001,3.9092,-22.203,-10.6629,-22.6182,-40.1872,-35.9391,24.5082,-51.6238,13.4378,,-11.7636,-16.2865,-64.5703,,,,,,,,,QC'd by SigmaAldrich
2720,26757819,28417,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164400-01/24056258,,Inactive,,,,,,,,,,4,,0.5497,,0.4398,-2.1049,2.09,-9.3343,-2.5973,1.8701,-2.1037,-5.1767,-5.249,-2.5452,0.2818,-6.0385,,-15.6925,-5.5707,0.5497,,,,,,,,,,,,,,,4,,-5.9059,,-5.8454,0.1211,-1.3477,-7.4877,6.9899,1.3356,-1.1322,2.3993,-0.3957,0.5003,-5.5607,-6.9255,,-5.7137,-5.3206,-5.9059,,,,,,,,,,,,,,,4,1 0 1 0 0 0 0 0 0 0 1 0 0 0 0,25.6917,,24.8123,-3.1698,19.3953,-2.5939,-19.6829,3.4098,-0.003,-10.8157,-4.1665,-3.9824,24.7581,15.6107,,-10.4687,2.991,25.6917,,,,,,,,,QC'd by SigmaAldrich
2721,26757820,9782,Active,94,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164401-01/24056666,,Activator,0.0891,99.1577,,Complete curve; high efficacy,-7.5,1.331,0.9359,110.705,8.3118,1.1,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0,118.29,,-2.6518,16.0876,33.1066,36.7281,34.1047,-19.4877,105.41,107.164,118.337,109.628,107.993,108.839,,115.013,87.4308,118.29,,,,,,,,,Complete curve; high efficacy,-7.05,4.9549,0.9348,110.566,11.4085,1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,115.879,,-7.1444,7.1027,13.0459,15.3561,42.8505,14.707,102.276,106.243,126.068,117.302,107.245,108.783,,108.435,89.5264,115.879,,,,,,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 0 0 0 1,12.2972,,6.6986,8.436,36.4668,25.2527,-8.1693,-62.8978,3.3711,3.802,-2.0101,1.4188,-0.9589,-12.7931,,-9.7334,4.4737,12.2972,,,,,,,,,QC'd by SigmaAldrich
2722,26757821,20469,Active,94,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164402-01/24055956,,Activator,0.0355,99.4177,,Complete curve; high efficacy,-7.7,1.031,0.9838,100.044,-13.1531,1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,49.3571,,-16.1392,-1.7019,15.0597,24.7109,48.5535,72.7886,86.4438,95.748,97.116,89.915,99.9185,105.556,,108.139,90.8416,49.3571,,,,,,,,,Complete curve; high efficacy,-7.45,1.5095,0.9797,98.2483,-1.1694,1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,83.6587,,6.6176,-3.7189,1.5247,10.1802,37.5877,60.9433,84.3333,91.8111,94.9007,103.556,102.689,106.056,,105.346,93.206,83.6587,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-28.1069,,-46.1461,0.0076,32.5197,13.2921,6.5778,3.8876,-8.6128,-5.6511,-8.3955,-14.7095,-15.0685,-26.2067,,-24.5252,-6.5018,-28.1069,,,,,,,,,QC'd by SigmaAldrich
2723,26757822,1549133,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164403-01/24055858,,Inactive,,,,,,,,,,4,,3.8416,,-8.5941,-5.1494,-3.7142,0.7379,-7.7519,-4.1713,-0.5013,-2.7731,-7.1589,-3.6625,-0.4145,-3.9647,,-17.8382,4.793,3.8416,,,,,,,,,,,,,,,4,,-5.495,,-6.0337,2.3175,11.2122,-1.5558,-0.8582,-5.1317,-2.4461,-2.6577,28.2895,5.1949,1.2995,1.3795,,-3.4581,-0.8072,-5.495,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0,18.747,,-14.5043,-29.3509,-37.1638,-8.3841,-31.0393,-9.8102,-6.3608,-5.3243,-59.53,-30.007,-14.4933,-18.7149,,-34.2334,5.168,18.747,,,,,,,,,QC'd by SigmaAldrich
2724,26757823,6669,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164404-01/24056317,,Inactive,,,,,,,,,,4,,4.846,,-4.8065,-10.1031,1.9861,-3.0919,-3.8639,5.8859,-3.4743,-12.4435,-0.8438,-6.5854,-1.26,-2.0514,,1.4648,5.2142,4.846,,,,,,,,,,,,,,,4,,3.6523,,7.8184,13.48,1.1847,-0.423,-1.9141,0.2273,-1.1645,5.679,2.1388,-3.5492,1.0979,-0.1963,,3.9007,1.9514,3.6523,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0,6.6974,,-28.853,-51.5191,12.0598,-7.681,-5.8449,19.3048,-3.218,-40.1269,0.3238,-3.2343,-2.8117,-0.1204,,-6.287,13.8023,6.6974,,,,,,,,,QC'd by SigmaAldrich
2725,26757824,66347,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164405-01/24055732,,Inactive,,,,,,,,,,4,,10.3313,,-2.7441,2.8064,4.0889,6.6561,0.5031,-5.3405,5.3176,-4.4337,6.5978,4.6573,7.7721,5.4956,,3.4391,-0.885,10.3313,,,,,,,,,,,,,,,4,,-10.6733,,-8.1741,-8.8277,-13.7593,-13.6498,-1.1121,-3.877,-13.7592,2.2837,-12.2703,-6.7549,-12.1231,-8.1129,,-10.2873,-6.8542,-10.6733,,,,,,,,,,,,,,,4,,44.3134,,4.7535,15.7311,42.3818,37.4802,-4.2344,-13.1598,38.0786,-14.2478,44.336,17.5501,40.4696,22.5091,,24.3348,3.1893,44.3134,,,,,,,,,QC'd by SigmaAldrich
2726,26757825,69661,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164406-01/24055837,,Inactive,,,,,,,,,,4,,-5.0042,,-2.6987,-6.7886,-6.679,-3.2001,-0.4713,-1.661,-4.1737,-6.2501,-5.6366,-4.1264,-5.9094,-7.6698,,-2.807,-3.1866,-5.0042,,,,,,,,,,,,,,,4,,8.7476,,-0.5827,7.0033,8.5118,-5.0435,-2.4523,-2.0814,-3.3328,-2.6894,9.6391,-6.0465,-3.7371,3.8512,,4.6761,-3.3172,8.7476,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 1 0 0 0 0 0 1,-26.3649,,-2.1508,-29.7944,-27.0681,6.4767,5.5626,3.8928,1.3219,0.416,-27.0657,12.5158,-0.2139,-20.3872,,-14.364,6.0513,-26.3649,,,,,,,,,QC'd by SigmaAldrich
2727,26757826,12713,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164407-01/24056421,,Inactive,,,,,,,,,,4,,0.6266,,-0.3652,9.5828,5.1619,1.8257,-2.3222,2.9698,6.6458,-0.9289,7.0768,-0.2874,-1.7828,-4.3183,,-2.2038,2.4051,0.6266,,,,,,,,,,,,,,,4,,-12.2226,,-19.1225,-10.4219,-15.9152,-13.961,-4.8174,-7.1154,-12.3889,-2.5449,-14.0024,-0.3333,-9.0392,-11.5346,,-19.3163,-9.4358,-12.2226,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0 1 0 1,19.5225,,38.9497,32.8155,49.5517,23.4369,-3.4671,11.9804,33.9266,0.5654,48.011,-4.1748,7.0926,11.8308,,37.6795,17.0052,19.5225,,,,,,,,,QC'd by SigmaAldrich
2728,26757827,8906,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164408-01/24056379,,Inactive,,,,,,,,,,4,,-11.1516,,-5.3878,-10.7565,-2.7733,-7.8064,-10.2075,0.6356,-3.5752,0.7671,-7.6962,2.4905,-5.743,-9.6726,,-6.9252,-9.2474,-11.1516,,,,,,,,,,,,,,,4,,-1.6286,,-5.047,-3.7306,-2.8009,2.7403,-3.1295,0.7726,-3.5465,0.4122,-2.7013,-2.7131,-3.1925,4.5835,,-3.1971,1.1056,-1.6286,,,,,,,,,,,,,,,4,,-21.2457,,5.3352,-14.3603,11.4751,-25.8495,-17.8036,1.6253,4.3966,9.1293,-2.6432,20.4422,-0.8851,-27.0719,,-3.8074,-22.8541,-21.2457,,,,,,,,,QC'd by SigmaAldrich
2729,26757828,20803,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164409-01/24056728,,Inconclusive,22.3872,67.3506,,,,,,,,4,,4.491,,-14.5913,4.7977,2.2993,-1.7195,-9.1945,0.8165,0.3401,0.0702,-3.0742,-5.312,-1.1515,-5.8984,,-3.1809,-5.9236,4.491,,,,,,,,,Single point of activity,-4.65,4.095,0.9594,41.7249,-3.1887,3,0 0 0 1 0 0 0 0 0 1 0 0 0 0 1,-3.9161,,1.8609,-0.8988,-4.1032,13.7485,-7.7663,-2.6457,-3.2473,-3.9939,-3.681,23.1629,-3.9721,-1.6139,,4.9523,34.8512,-3.9161,,,,,,,,,Single point of activity,-4.65,2.7202,0.4335,-62.6076,4.743,-3,0 0 0 0 0 0 0 0 0 1 0 0 0 0 1,27.9034,,-29.9213,15.1068,27.563,-25.6437,-6.0307,11.0243,11.9963,20.4837,10.6944,-37.9753,12.3388,-0.6815,,-9.4919,-47.5779,27.9034,,,,,,,,,QC'd by SigmaAldrich
2730,26757829,10470544,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164410-01/24056474,,Inconclusive,25.1189,82.6622,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-18.0376,,-2.2532,-0.0066,3.8887,-5.4767,-6.7718,5.8351,-3.0904,0.2313,-1.881,-0.8128,0.8643,5.7576,,5.5766,-18.8012,-18.0376,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20.4742,,-5.1037,-8.2017,-5.3904,-0.5075,-8.245,-7.9852,-11.1581,-6.5639,-5.3948,-9.2222,-6.6688,-7.3008,,-4.426,-3.973,20.4742,,,,,,,,,Complete curve; partial efficacy; poor fit,-4.6,4.9549,0.8735,-71.1622,11.5,-1.4,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0,-71.393,,-3.3388,12.0181,20.0052,-26.0739,-12.5152,28.4183,13.2908,13.7138,3.5034,14.1195,10.2217,22.4392,,11.5428,-56.2331,-71.393,,,,,,,,,QC'd by SigmaAldrich
2731,26757830,135442967,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164411-01/24056861,,Inconclusive,35.4813,63.8947,,,,,,,,4,,-12.3974,,-2.0105,-2.1266,-4.1516,1.9985,-5.4582,-1.4202,0.4581,-1.2243,3.1377,-0.2241,-3.4868,-5.7413,,-9.1619,-1.9224,-12.3974,,,,,,,,,,,,,,,4,,-4.2965,,-10.8157,-9.2012,-6.6764,-8.4089,0.7605,-5.8044,-9.4544,-6.0352,-5.6119,-9.7963,-8.8595,-4.5801,,-10.553,-10.2386,-4.2965,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.45,1.2221,0.7357,-64.5919,-0.6972,-2.4,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0,-49.0789,,5.846,-1.4068,-11.4412,2.7425,-40.3655,-13.6085,6.1188,-4.1998,7.8932,6.6811,-5.8731,-20.6529,,-10.1393,3.5058,-49.0789,,,,,,,,,QC'd by SigmaAldrich
2732,26757831,115157,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164412-01/24055747,,Inactive,,,,,,,,,,4,,-22.1089,,-13.8517,-11.4241,-6.1369,-12.8123,-6.5821,-6.1631,-7.0405,-5.7821,-8.7372,-9.8998,-9.3225,-6.5407,,-6.7708,5.6068,-22.1089,,,,,,,,,,,,,,,4,,-19.7631,,-4.2432,-8.4926,10.9199,11.1774,-10.1722,-6.1864,-7.1144,1.6576,-1.3775,20.2916,-4.0287,0.0651,,-2.2845,1.1017,-19.7631,,,,,,,,,,,,,,,4,,-5.8053,,-17.6652,-3.0296,-26.5896,-42.2833,11.654,3.048,3.9421,-9.5703,-9.8778,-44.0527,-8.737,-10.6043,,-6.0156,14.7622,-5.8053,,,,,,,,,QC'd by SigmaAldrich
2733,26757832,34706,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164413-01/24056843,,Inactive,,,,,,,,,,4,,-1.2892,,-4.2062,3.6898,-2.5988,-8.9965,-7.3932,-4.9326,2.6662,-2.1338,-3.7843,4.4726,-2.9274,-4.0625,,-1.5729,-3.8912,-1.2892,,,,,,,,,,,,,,,4,,-6.8947,,-0.6399,-2.8332,-8.5877,17.2252,4.62,19.678,-0.0427,-5.8111,-0.6028,-2.8889,5.4248,-4.7838,,-8.3027,7.4649,-6.8947,,,,,,,,,,,,,,,4,,13.9634,,-10.2489,10.8528,23.531,-46.6183,-29.8279,-42.428,2.3549,13.6593,-6.434,16.8875,-20.2163,2.9251,,19.1315,-26.286,13.9634,,,,,,,,,QC'd by SigmaAldrich
2734,26757833,17816,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164414-01/24056223,,Inactive,,,,,,,,,,4,,3.3843,,-9.9658,1.5769,2.0733,-0.0266,8.7139,4.1187,8.5071,-2.9193,5.1096,7.8359,3.0191,-5.7768,,-1.1494,6.2456,3.3843,,,,,,,,,,,,,,,4,,0.9287,,15.0133,6.7864,-0.7289,2.8719,-1.4844,2.6373,-1.9014,-4.8945,2.7736,3.4875,1.9385,1.4169,,1.0042,1.2405,0.9287,,,,,,,,,,,,,,,4,,0.1581,,-51.27,-22.5024,6.1458,-18.3018,16.3164,-5.3017,20.833,6.7395,2.797,3.4411,-4.9392,-19.551,,-10.6348,6.9256,0.1581,,,,,,,,,QC'd by SigmaAldrich
2735,26757834,31225,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164415-01/24056158,,Inactive,,,,,,,,,,4,,4.255,,9.6661,-3.4051,6.5438,-0.6413,-2.7674,1.7068,0.5175,0.4309,0.4279,-2.5275,-2.0107,0.3596,,4.0295,5.472,4.255,,,,,,,,,,,,,,,4,,-12.1487,,-8.4971,-10.7833,-11.4966,-8.0094,-5.6175,-14.1799,-12.349,-12.4546,-4.8012,4.4801,-9.2737,-9.9699,,-10.1545,-13.1995,-12.1487,,,,,,,,,,,,,,,4,,23.0225,,20.4485,-4.4783,32.4067,-7.1906,-15.9895,20.2993,10.4786,18.0283,-4.5629,-29.2512,-3.0479,5.0184,,11.9755,31.3991,23.0225,,,,,,,,,QC'd by SigmaAldrich
2736,26757835,91497,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164416-01/24055768,,Inactive,,,,,,,,,,4,,7.0431,,-4.2146,11.6188,4.719,-0.4512,2.4319,4.1372,-0.5685,5.1095,1.6837,5.3661,1.6846,5.503,,-0.5758,7.7188,7.0431,,,,,,,,,,,,,,,4,,13.9311,,-10.1334,2.6654,-2.5497,6.2402,-2.7409,-0.6106,-2.9744,-0.7261,-3.8345,-3.7778,0.1176,-1.2408,,-3.1684,-1.5512,13.9311,,,,,,,,,,,,,,,4,,-13.4648,,16.3873,12.4312,20.3646,-19.9484,5.3919,5.8507,0.2284,15.3932,16.4561,20.6971,0.0634,12.3855,,6.4387,20.8978,-13.4648,,,,,,,,,QC'd by SigmaAldrich
