PUBCHEM_CID,Activity Score,Ratio Potency (uM),Ratio Efficacy (%)
39230,inactive,,0
39299,inactive,,0
39324,inactive,,0
39327,inactive,,0
39328,inactive,,0
39385,inactive,,0
39424,inactive,,0
39485,active antagonist,28.599,-72.3789
39526,inactive,,0
39562,inactive,,0
39676,inactive,,0
39764,inactive,,0
39801,inactive,,0
39912,inactive,,0
39965,inactive,,0
39985,inactive,,0
40000,active agonist,0.002727127,105.2598
40127,inactive,,0
40273,inactive,,0
40301,active antagonist,38.7763,-44.0823
40326,inactive,,0
40399,inactive,,0
40520,inactive,,0
40585,inactive,,0
40632,inactive,,0
40703,inactive,,0
40813,inactive,,0
40854,inactive,,0
41022,inactive,,0
41109,inactive,,0
41206,inactive,,0
41331,inactive,,0
41368,inactive,,0
41375,inactive,,0
41381,inactive,,0
41384,inactive,,0
41385,inactive,,0
41428,inactive,,0
41463,inactive,,0
41478,inactive,,0
41632,inactive,,0
41684,active agonist,1.657951,178.7895
41690,inactive,,0
41781,inactive,,0
42373,inactive,,0
42504,inactive,,0
42574,inactive,,0
42586,inactive,,0
42725,active antagonist,6.74001,-74.3328
42745,inactive,,0
42963,inactive,,0
43032,active antagonist,14.5209,-84.1853
43079,inactive,,0
43116,active agonist,0.156793,117.392
43226,active antagonist,48.9662,-96.6591
43231,inactive,,0
43233,inactive,,0
43234,inactive,,0
43261,inactive,,0
43371,inactive,,0
43507,inactive,,0
43593,inactive,,0
43598,inactive,,0
43704,inactive,,0
43815,inactive,,0
43961,inactive,,0
44072,inactive,,0
44073,inactive,,0
44093,inactive,,0
44112,inactive,,0
44368,active agonist,1.25893,52.4539
44383,inactive,,0
44561,inactive,,0
47320,active agonist,1.0609,108.259
47326,inactive,,0
47445,inactive,,0
47455,inactive,,0
47462,inactive,,0
47471,inactive,,0
47491,inactive,,0
47510,inactive,,0
47528,inactive,,0
47649,inactive,,0
47812,inactive,,0
47866,inactive,,0
47898,inactive,,0
47936,active agonist,3.88952,43.4095
47938,active antagonist,25.9954,-60.0455
47965,inactive,,0
47979,inactive,,0
48040,inactive,,0
48229,inactive,,0
49381,inactive,,0
49837,inactive,,0
50287,inactive,,0
50293,inactive,,0
50294,inactive,,0
50367,inactive,,0
50465,inactive,,0
50491,active antagonist,0.0952052,-28.2521
50516,inactive,,0
50895,active antagonist,4.89662,-35.7691
50896,inactive,,0
50897,active antagonist,0.489662,-42.7425
50942,inactive,,0
51039,inactive,,0
51040,inactive,,0
51045,inactive,,0
51173,inactive,,0
51369,inactive,,0
51556,inactive,,0
51576,inactive,,0
51605,inactive,,0
51634,inactive,,0
51683,inactive,,0
51763,inactive,,0
52997,inactive,,0
52999,inactive,,0
53001,inactive,,0
53025,inactive,,0
53172,inactive,,0
53232,active antagonist,29.0282,-84.9129
53359,inactive,,0
53388,inactive,,0
53462,inactive,,0
53518,inactive,,0
53555,inactive,,0
53672,inactive,,0
53708,active antagonist,0.881713,-43.1265
53735,inactive,,0
54117,inactive,,0
54158,inactive,,0
54339,inactive,,0
54343,inactive,,0
54360,inactive,,0
54362,inactive,,0
54384,inactive,,0
54477,inactive,,0
54580,active agonist,0.00036225,106.382
54585,inactive,,0
54738,inactive,,0
54739,inactive,,0
54740,inactive,,0
54744,inactive,,0
54745,inactive,,0
54746,inactive,,0
54765,inactive,,0
54778,inactive,,0
54840,inactive,,0
54886,inactive,,0
54889,inactive,,0
54891,inactive,,0
54897,inactive,,0
54960,inactive,,0
55008,inactive,,0
55182,inactive,,0
55245,active antagonist,0.00593239,-74.1618
55305,inactive,,0
55329,inactive,,0
55361,inactive,,0
55397,inactive,,0
55483,inactive,,0
55918,active antagonist,2.13138,-32.2526
56031,inactive,,0
56069,inactive,,0
56205,inactive,,0
56207,inactive,,0
56330,inactive,,0
56463,inactive,,0
56704,inactive,,0
56801,inactive,,0
56959,inactive,,0
56971,inactive,,0
57004,inactive,,0
57242,inactive,,0
57363,inactive,,0
57364,inactive,,0
57469,inactive,,0
57782,inactive,,0
57952,inactive,,0
58504,inactive,,0
59227,inactive,,0
59694,inactive,,0
59708,inactive,,0
59774,inactive,,0
60021,inactive,,0
60149,inactive,,0
60164,active antagonist,7.56242,-60.975
60172,inactive,,0
60198,inactive,,0
60464,inactive,,0
60490,inactive,,0
60496,inactive,,0
60510,inactive,,0
60560,inactive,,0
60561,inactive,,0
60582,inactive,,0
60605,inactive,,0
60613,inactive,,0
60651,inactive,,0
60699,inactive,,0
60703,inactive,,0
60712,inactive,,0
60714,inactive,,0
60749,inactive,,0
60751,inactive,,0
60754,inactive,,0
60758,inactive,,0
60768,inactive,,0
60785,inactive,,0
60790,inactive,,0
60795,inactive,,0
60810,inactive,,0
60822,active antagonist,15.781065,-62.38195
60834,inactive,,0
60839,inactive,,0
60854,active agonist,21.6366,51.6419
60855,inactive,,0
60857,inactive,,0
60871,inactive,,0
60875,inactive,,0
60877,inactive,,0
60910,inactive,,0
60936,inactive,,0
60946,inactive,,0
60953,inactive,,0
60960,inactive,,0
60961,inactive,,0
60962,inactive,,0
60966,inactive,,0
60967,inactive,,0
60976,inactive,,0
60977,inactive,,0
60988,inactive,,0
60995,inactive,,0
60999,inactive,,0
61002,inactive,,0
61005,inactive,,0
61007,inactive,,0
61008,inactive,,0
61012,inactive,,0
61014,inactive,,0
61016,inactive,,0
61017,inactive,,0
61020,inactive,,0
61027,inactive,,0
61031,inactive,,0
61032,inactive,,0
61038,inactive,,0
61040,inactive,,0
61041,inactive,,0
61048,inactive,,0
61051,inactive,,0
61053,inactive,,0
61054,inactive,,0
61055,inactive,,0
61056,inactive,,0
61057,inactive,,0
61059,active antagonist,25.9954,-77.1107
61080,active agonist,,16.4251
61082,inactive,,0
61098,inactive,,0
61100,inactive,,0
61124,inactive,,0
61138,inactive,,0
61144,inactive,,0
61151,inactive,,0
61163,inactive,,0
61179,inactive,,0
61186,inactive,,0
61196,inactive,,0
61204,inactive,,0
61207,inactive,,0
61209,inactive,,0
61225,inactive,,0
61234,inactive,,0
61247,inactive,,0
61249,inactive,,0
61254,inactive,,0
61274,inactive,,0
61282,inactive,,0
61285,inactive,,0
61286,inactive,,0
61290,inactive,,0
61329,inactive,,0
61341,inactive,,0
61345,inactive,,0
61346,inactive,,0
61384,inactive,,0
61410,inactive,,0
61417,inactive,,0
61444,inactive,,0
61503,inactive,,0
61510,inactive,,0
61527,inactive,,0
61571,inactive,,0
61574,inactive,,0
61585,inactive,,0
61591,inactive,,0
61594,inactive,,0
61631,inactive,,0
61634,inactive,,0
61660,inactive,,0
61663,inactive,,0
61670,inactive,,0
61701,inactive,,0
61718,inactive,,0
61719,inactive,,0
61771,inactive,,0
61812,inactive,,0
61828,inactive,,0
61931,inactive,,0
61945,active antagonist,32.7263,-66.944
61948,active antagonist,50.8819,-99.3063
61953,inactive,,0
61972,inactive,,0
61982,inactive,,0
62064,inactive,,0
62092,inactive,,0
62098,inactive,,0
62105,inactive,,0
62118,inactive,,0
62130,inactive,,0
62142,inactive,,0
62158,inactive,,0
62210,active antagonist,7.76062,-33.7446
62217,inactive,,0
62240,inactive,,0
62276,inactive,,0
62277,inactive,,0
62300,inactive,,0
62306,active agonist,15.56495,67.8206
62311,inactive,,0
62328,inactive,,0
62329,inactive,,0
62330,inactive,,0
62334,inactive,,0
62336,inactive,,0
62341,inactive,,0
62347,inactive,,0
62351,inactive,,0
62371,inactive,,0
62374,inactive,,0
62389,inactive,,0
62390,inactive,,0
62406,inactive,,0
62411,inactive,,0
62413,inactive,,0
62421,inactive,,0
62428,inactive,,0
62430,inactive,,0
62433,inactive,,0
62436,inactive,,0
62441,inactive,,0
62445,inactive,,0
62449,inactive,,0
62452,inactive,,0
62465,inactive,,0
62466,inactive,,0
62467,inactive,,0
62475,inactive,,0
62477,inactive,,0
62479,inactive,,0
62485,inactive,,0
62493,inactive,,0
62495,inactive,,0
62500,inactive,,0
62529,inactive,,0
62531,inactive,,0
62539,inactive,,0
62542,inactive,,0
62551,inactive,,0
62553,inactive,,0
62558,inactive,,0
62576,inactive,,0
62581,inactive,,0
62583,inactive,,0
62592,inactive,,0
62630,inactive,,0
62648,inactive,,0
62655,inactive,,0
62660,inactive,,0
62661,inactive,,0
62672,inactive,,0
62725,inactive,,0
62751,inactive,,0
62753,inactive,,0
62770,active agonist,0.261577,61.5717
62781,inactive,,0
62783,inactive,,0
62786,inactive,,0
62817,inactive,,0
62820,inactive,,0
62823,inactive,,0
62827,inactive,,0
62829,inactive,,0
62835,inactive,,0
62852,inactive,,0
62881,inactive,,0
62882,inactive,,0
62884,inactive,,0
62902,inactive,,0
62907,inactive,,0
62923,inactive,,0
62935,inactive,,0
62937,active agonist,10.6822,41.1647
62960,inactive,,0
62969,inactive,,0
62978,inactive,,0
62999,inactive,,0
63002,inactive,,0
63009,inactive,,0
63047,active agonist,0.00342918,102.143
63049,active agonist,0.00881713,69.4628
64139,inactive,,0
64142,active agonist,53.5324,56.1028
64184,inactive,,0
64517,inactive,,0
64646,inactive,,0
64647,inactive,,0
64710,inactive,,0
64713,inactive,,0
64715,active antagonist,23.9145,-59.2004
64722,inactive,,0
64740,inactive,,0
64761,inactive,,0
64764,inactive,,0
64772,inactive,,0
64782,inactive,,0
64805,inactive,,0
64819,inactive,,0
64832,inactive,,0
64865,inactive,,0
64927,inactive,,0
64947,inactive,,0
64949,active agonist,11.9856,75.6215
64961,inactive,,0
65057,active antagonist,23.0141,-159.729
65064,inactive,,0
65067,active agonist,23.1684,97.2575
65094,inactive,,0
65275,inactive,,0
65280,inactive,,0
65326,inactive,,0
65327,inactive,,0
65332,inactive,,0
65340,inactive,,0
65341,inactive,,0
65359,inactive,,0
65360,inactive,,0
65394,inactive,,0
65399,inactive,,0
65420,inactive,,0
65452,inactive,,0
65463,inactive,,0
65464,inactive,,0
65477,inactive,,0
65478,active agonist,0.0170858,109.432
65483,inactive,,0
65492,active agonist,7.22784,68.33
65494,inactive,,0
65495,inactive,,0
65522,inactive,,0
65552,active antagonist,8.53566,-94.3153
65575,inactive,,0
65584,inactive,,0
65596,inactive,,0
65600,inactive,,0
65614,inactive,,0
65620,active antagonist,23.0141,-136.439
65628,inactive,,0
65630,inactive,,0
65632,inactive,,0
65651,inactive,,0
65659,inactive,,0
65681,inactive,,0
65682,inactive,,0
65684,inactive,,0
65708,inactive,,0
65709,inactive,,0
65710,inactive,,0
65758,active antagonist,6.00704,-53.9623
65760,inactive,,0
65768,inactive,,0
65770,inactive,,0
65776,inactive,,0
65781,inactive,,0
65784,inactive,,0
65790,inactive,,0
65800,inactive,,0
65854,inactive,,0
65870,inactive,,0
65889,inactive,,0
65894,active antagonist,3.8476,-23.1145
65906,inactive,,0
65909,inactive,,0
65940,inactive,,0
65944,inactive,,0
65947,active agonist,10.6822,65.8723
65953,active agonist,25.8222,60.8827
65957,inactive,,0
65958,inactive,,0
65981,active agonist,5.74128,39.0565
65999,inactive,,0
66007,inactive,,0
66011,inactive,,0
66041,inactive,,0
66061,inactive,,0
66063,inactive,,0
66067,inactive,,0
66068,inactive,,0
66069,inactive,,0
66070,inactive,,0
66091,inactive,,0
66094,inactive,,0
66117,inactive,,0
66124,inactive,,0
66166,active antagonist,36.0216,-125.559
66172,inactive,,0
66187,inactive,,0
66204,inactive,,0
66207,inactive,,0
66245,inactive,,0
66251,inactive,,0
66264,inactive,,0
66308,inactive,,0
66320,inactive,,0
66357,inactive,,0
66359,inactive,,0
66377,inactive,,0
66435,inactive,,0
66449,inactive,,0
66461,inactive,,0
66491,inactive,,0
66494,inactive,,0
66571,inactive,,0
66573,active antagonist,1.2781,-48.1031
66597,inactive,,0
66598,inactive,,0
66609,active antagonist,21.8724,-37.9173
66623,inactive,,0
66636,active agonist,51.8676,72.2687
66638,inactive,,0
66666,inactive,,0
66678,inactive,,0
66688,inactive,,0
66743,inactive,,0
66755,inactive,,0
66760,inactive,,0
66793,inactive,,0
66826,inactive,,0
66829,inactive,,0
66854,inactive,,0
66858,inactive,,0
66885,inactive,,0
66909,inactive,,0
66912,inactive,,0
66932,inactive,,0
67000,inactive,,0
67005,inactive,,0
67045,inactive,,0
67054,inactive,,0
67058,inactive,,0
67060,inactive,,0
67065,inactive,,0
67123,inactive,,0
67151,inactive,,0
67172,active antagonist,22.7392,-93.1899
67174,inactive,,0
67215,active antagonist,7.3265,-47.9269
67236,inactive,,0
67274,inactive,,0
67284,inactive,,0
67285,inactive,,0
67299,inactive,,0
67313,inactive,,0
67322,inactive,,0
67329,inactive,,0
67349,inactive,,0
67350,inactive,,0
67406,inactive,,0
67437,inactive,,0
67533,inactive,,0
67535,inactive,,0
67542,inactive,,0
67579,inactive,,0
67589,inactive,,0
67678,inactive,,0
67686,inactive,,0
67688,inactive,,0
67818,inactive,,0
67821,inactive,,0
67955,inactive,,0
67967,inactive,,0
68023,inactive,,0
68089,inactive,,0
68093,inactive,,0
68119,inactive,,0
68186,inactive,,0
68191,inactive,,0
68226,active agonist,2.21615,64.1745
68236,inactive,,0
68289,inactive,,0
68297,active antagonist,0.164522,-36.4572
68304,inactive,,0
68310,inactive,,0
68313,inactive,,0
68363,inactive,,0
68385,inactive,,0
68526,inactive,,0
68527,inactive,,0
68539,inactive,,0
68549,inactive,,0
68552,inactive,,0
68570,active antagonist,2.31713,-127.079
68600,inactive,,0
68601,inactive,,0
68610,inactive,,0
68624,inactive,,0
68626,inactive,,0
68651,inactive,,0
68654,inactive,,0
68662,inactive,,0
68664,inactive,,0
68706,inactive,,0
68712,active antagonist,20.5113,-62.5838
68713,inactive,,0
68736,inactive,,0
68740,inactive,,0
68741,inactive,,0
68770,inactive,,0
68781,inactive,,0
68791,inactive,,0
68835,inactive,,0
68841,inactive,,0
68844,inactive,,0
68848,inactive,,0
68872,inactive,,0
68873,active antagonist,1.15344,-119.522
68907,inactive,,0
68909,active antagonist,23.0141,-64.0049
68928,inactive,,0
68939,inactive,,0
68940,inactive,,0
68942,inactive,,0
68943,inactive,,0
68947,active antagonist,11.3152,-88.5773
69026,inactive,,0
69027,inactive,,0
69091,inactive,,0
69092,inactive,,0
69144,inactive,,0
69150,inactive,,0
69188,inactive,,0
69229,inactive,,0
69297,inactive,,0
69301,inactive,,0
69311,inactive,,0
69317,inactive,,0
69413,inactive,,0
69484,inactive,,0
69508,inactive,,0
69537,inactive,,0
69588,inactive,,0
69594,inactive,,0
69619,inactive,,0
69627,inactive,,0
69685,inactive,,0
69705,inactive,,0
69765,inactive,,0
69779,inactive,,0
69819,inactive,,0
69827,inactive,,0
69861,inactive,,0
69885,inactive,,0
69908,active antagonist,9.2348,-45.9713
69917,inactive,,0
69985,inactive,,0
69990,inactive,,0
70014,inactive,,0
70038,inactive,,0
70151,inactive,,0
70213,inactive,,0
70223,inactive,,0
70248,inactive,,0
70262,inactive,,0
70308,inactive,,0
70315,inactive,,0
70324,inactive,,0
70355,inactive,,0
70374,inactive,,0
70381,inactive,,0
70400,inactive,,0
70414,inactive,,0
70425,inactive,,0
70438,inactive,,0
70452,inactive,,0
70613,active antagonist,33.3603,-101.398
70700,inactive,,0
70724,inactive,,0
70754,inactive,,0
70755,inactive,,0
70763,inactive,,0
70801,inactive,,0
70807,inactive,,0
70811,active antagonist,3.74309,-75.2019
70837,inactive,,0
70846,inactive,,0
70912,inactive,,0
70914,inactive,,0
70916,inactive,,0
70917,inactive,,0
70962,inactive,,0
71027,inactive,,0
71077,inactive,,0
71080,inactive,,0
71113,inactive,,0
71116,inactive,,0
71128,inactive,,0
71157,inactive,,0
71172,inactive,,0
71188,inactive,,0
71203,inactive,,0
71208,inactive,,0
71234,inactive,,0
71245,inactive,,0
71264,inactive,,0
71267,inactive,,0
71285,inactive,,0
71310,inactive,,0
71321,inactive,,0
71329,active agonist,7.56242,56.4725
71335,inactive,,0
71339,inactive,,0
71346,inactive,,0
71360,inactive,,0
71384,inactive,,0
71386,active agonist,0.00399812,121.039
71398,inactive,,0
71399,inactive,,0
71401,inactive,,0
71404,inactive,,0
71412,inactive,,0
71413,inactive,,0
71414,active agonist,0.00756242,96.8874
71417,inactive,,0
71454,inactive,,0
71467,inactive,,0
71470,active agonist,0.00169301,100.455
71482,inactive,,0
71484,inactive,,0
71485,inactive,,0
71486,inactive,,0
71489,inactive,,0
71518,inactive,,0
71563,inactive,,0
71577,inactive,,0
71580,inactive,,0
71587,inactive,,0
71593,inactive,,0
71611,inactive,,0
71612,inactive,,0
71616,inactive,,0
71643,inactive,,0
71645,inactive,,0
71648,inactive,,0
71651,inactive,,0
71668,inactive,,0
71671,inactive,,0
71693,inactive,,0
71734,inactive,,0
71764,inactive,,0
71771,inactive,,0
71773,inactive,,0
71777,inactive,,0
71793,inactive,,0
71808,inactive,,0
71809,inactive,,0
71815,inactive,,0
71818,inactive,,0
71821,active agonist,0.636298,56.9467
71822,inactive,,0
71827,inactive,,0
71833,active agonist,45.6372,52.634
71837,inactive,,0
71839,inactive,,0
71840,inactive,,0
71873,inactive,,0
71884,inactive,,0
71890,inactive,,0
71894,active antagonist,18.9959,-52.629
71895,inactive,,0
71900,inactive,,0
71905,inactive,,0
71916,inactive,,0
71957,inactive,,0
71961,inactive,,0
71986,inactive,,0
71992,inactive,,0
72004,inactive,,0
72016,inactive,,0
72060,inactive,,0
72068,inactive,,0
72073,inactive,,0
72081,inactive,,0
72098,inactive,,0
72120,inactive,,0
72124,inactive,,0
72139,active agonist,18.9959,65.7044
72146,inactive,,0
72157,inactive,,0
72158,inactive,,0
72159,inactive,,0
72179,inactive,,0
72276,inactive,,0
72700,inactive,,0
72884,inactive,,0
72921,inactive,,0
73093,inactive,,0
73111,inactive,,0
73281,inactive,,0
73282,inactive,,0
73303,inactive,,0
73334,inactive,,0
73339,inactive,,0
73356,inactive,,0
73357,active agonist,,19.4737
73539,inactive,,0
73665,active antagonist,58.83975,-59.74055
73668,inactive,,0
73670,inactive,,0
73672,inactive,,0
73674,inactive,,0
73675,inactive,,0
73764,inactive,,0
73773,active agonist,52.7238,97.4914
73791,inactive,,0
73812,inactive,,0
73848,inactive,,0
73851,inactive,,0
73852,inactive,,0
73854,inactive,,0
73917,inactive,,0
73957,inactive,,0
74062,active agonist,49.4579,21.8975
74080,inactive,,0
74189,inactive,,0
74195,inactive,,0
74236,inactive,,0
74266,inactive,,0
74282,inactive,,0
74325,inactive,,0
74348,inactive,,0
74448,inactive,,0
74483,inactive,,0
74523,inactive,,0
74563,inactive,,0
74574,inactive,,0
74651,inactive,,0
74695,inactive,,0
74710,inactive,,0
74724,inactive,,0
74745,inactive,,0
74791,inactive,,0
74828,inactive,,0
74867,active antagonist,27.3741,-66.5837
74879,inactive,,0
74887,inactive,,0
74888,inactive,,0
74904,inactive,,0
74937,inactive,,0
74978,inactive,,0
74989,inactive,,0
75050,inactive,,0
75066,inactive,,0
75103,inactive,,0
75171,inactive,,0
75194,active antagonist,,-19.907
75195,active antagonist,9.16208,-102.638
75227,inactive,,0
75282,inactive,,0
75311,inactive,,0
75345,inactive,,0
75360,inactive,,0
75430,inactive,,0
75454,inactive,,0
75471,inactive,,0
75472,inactive,,0
75494,inactive,,0
75498,inactive,,0
75516,inactive,,0
75518,inactive,,0
75538,inactive,,0
75547,active antagonist,11.3924,-58.8327
75557,inactive,,0
75575,inactive,,0
75576,inactive,,0
75588,inactive,,0
75628,active antagonist,6.20976,-25.173
75654,inactive,,0
75706,inactive,,0
75771,inactive,,0
75819,inactive,,0
75821,inactive,,0
75868,inactive,,0
75893,inactive,,0
75903,inactive,,0
75908,inactive,,0
75969,inactive,,0
75982,inactive,,0
76004,inactive,,0
76063,inactive,,0
76079,inactive,,0
76092,inactive,,0
76191,inactive,,0
76192,inactive,,0
76262,inactive,,0
76302,active antagonist,13.39505,-96.2294
76382,inactive,,0
76464,inactive,,0
76476,inactive,,0
76497,inactive,,0
76564,inactive,,0
76583,inactive,,0
76621,inactive,,0
76654,inactive,,0
76674,inactive,,0
76714,inactive,,0
76748,inactive,,0
76767,inactive,,0
76857,inactive,,0
76921,inactive,,0
76980,inactive,,0
76985,inactive,,0
77117,inactive,,0
77222,inactive,,0
77287,inactive,,0
77288,inactive,,0
77290,inactive,,0
77311,inactive,,0
77342,inactive,,0
77353,inactive,,0
77378,inactive,,0
77406,inactive,,0
77463,inactive,,0
77487,inactive,,0
77531,inactive,,0
77680,inactive,,0
77703,inactive,,0
77780,inactive,,0
77781,inactive,,0
77797,inactive,,0
77929,inactive,,0
77942,inactive,,0
77956,inactive,,0
77990,inactive,,0
77993,inactive,,0
77999,active agonist,16.9301,70.0018
78138,inactive,,0
78170,inactive,,0
78202,inactive,,0
78361,inactive,,0
78392,inactive,,0
78435,inactive,,0
78452,inactive,,0
78490,active antagonist,10.1063,-49.7782
78501,inactive,,0
78640,inactive,,0
78738,inactive,,0
78771,inactive,,0
78860,inactive,,0
78882,inactive,,0
78950,inactive,,0
78972,inactive,,0
79016,inactive,,0
79050,inactive,,0
79081,inactive,,0
79103,inactive,,0
79154,inactive,,0
79242,inactive,,0
79302,inactive,,0
79358,inactive,,0
79414,inactive,,0
79472,inactive,,0
79571,inactive,,0
79633,inactive,,0
79635,inactive,,0
79688,inactive,,0
79717,active antagonist,3.76187,-112.446
79878,inactive,,0
80037,inactive,,0
80196,inactive,,0
80277,active antagonist,17.2698,-43.2926
80278,inactive,,0
80289,inactive,,0
80311,inactive,,0
80365,inactive,,0
80373,inactive,,0
80428,inactive,,0
80434,inactive,,0
80480,inactive,,0
80519,inactive,,0
80566,inactive,,0
80642,inactive,,0
80777,inactive,,0
80779,inactive,,0
80786,inactive,,0
80900,inactive,,0
81080,inactive,,0
81133,inactive,,0
81184,inactive,,0
81196,inactive,,0
81207,inactive,,0
81239,inactive,,0
81263,inactive,,0
81278,inactive,,0
81313,inactive,,0
81346,inactive,,0
81364,inactive,,0
81410,inactive,,0
81530,inactive,,0
81629,inactive,,0
81766,inactive,,0
81784,inactive,,0
81811,inactive,,0
81829,inactive,,0
81882,inactive,,0
81984,inactive,,0
82029,inactive,,0
82056,inactive,,0
82058,inactive,,0
82153,active agonist,0.00909931,103.506
82161,inactive,,0
82162,inactive,,0
82167,inactive,,0
82170,inactive,,0
82190,inactive,,0
82227,inactive,,0
82261,inactive,,0
82325,inactive,,0
82326,inactive,,0
82343,inactive,,0
82646,inactive,,0
82703,inactive,,0
82728,inactive,,0
82751,inactive,,0
82916,inactive,,0
82917,inactive,,0
83050,inactive,,0
83063,inactive,,0
83201,inactive,,0
83268,inactive,,0
83322,inactive,,0
83511,inactive,,0
83572,inactive,,0
83823,inactive,,0
83887,inactive,,0
83975,inactive,,0
84098,inactive,,0
84605,inactive,,0
84658,inactive,,0
84677,active antagonist,11.589,-65.3858
84703,active antagonist,25.8231,-85.8123
84733,inactive,,0
84872,inactive,,0
85025,inactive,,0
85069,inactive,,0
85178,inactive,,0
85192,inactive,,0
85335,inactive,,0
85557,inactive,,0
85576,inactive,,0
85689,inactive,,0
85862,inactive,,0
85979,inactive,,0
85983,inactive,,0
86013,inactive,,0
86015,active antagonist,38.8952,-80.6231
86102,inactive,,0
86132,inactive,,0
86137,inactive,,0
86160,inactive,,0
86171,inactive,,0
86173,active antagonist,32.7263,-127.311
86210,inactive,,0
86222,inactive,,0
86233,inactive,,0
86266,inactive,,0
86296,inactive,,0
86298,inactive,,0
86302,inactive,,0
86356,inactive,,0
86367,inactive,,0
86369,inactive,,0
86429,active antagonist,48.9662,-61.8081
86472,inactive,,0
86583,inactive,,0
86607,inactive,,0
86736,inactive,,0
86749,inactive,,0
86751,inactive,,0
87019,inactive,,0
87146,inactive,,0
87154,inactive,,0
87244,inactive,,0
87250,inactive,,0
87323,active antagonist,0.940221,-97.8379
87329,inactive,,0
87367,inactive,,0
87391,inactive,,0
87425,inactive,,0
87587,inactive,,0
87820,inactive,,0
87984,inactive,,0
88022,inactive,,0
88043,inactive,,0
88045,inactive,,0
88069,inactive,,0
88209,inactive,,0
88267,inactive,,0
88365,inactive,,0
88454,inactive,,0
88735,inactive,,0
88836,inactive,,0
88855,inactive,,0
88898,inactive,,0
89385,inactive,,0
89440,inactive,,0
89594,inactive,,0
89753,inactive,,0
89953,inactive,,0
90038,inactive,,0
90098,inactive,,0
90202,inactive,,0
90255,inactive,,0
90258,inactive,,0
90263,inactive,,0
90282,active agonist,47.1227,156.897
90462,inactive,,0
90473,inactive,,0
90479,inactive,,0
90509,inactive,,0
90547,inactive,,0
90551,inactive,,0
90558,active agonist,52.86415,116.5095
90571,inactive,,0
90592,inactive,,0
90613,inactive,,0
90818,inactive,,0
90960,inactive,,0
91273,inactive,,0
91274,inactive,,0
91333,inactive,,0
91410,inactive,,0
91442,inactive,,0
91453,inactive,,0
91465,inactive,,0
91500,inactive,,0
91505,inactive,,0
91511,inactive,,0
91525,inactive,,0
91538,inactive,,0
91555,inactive,,0
91590,inactive,,0
91593,active antagonist,30.8956,-93.9282
91604,inactive,,0
91610,inactive,,0
91620,inactive,,0
91649,inactive,,0
91650,inactive,,0
91655,inactive,,0
91664,inactive,,0
91670,active agonist,0.00495824,122.774
91673,inactive,,0
91677,inactive,,0
91683,inactive,,0
91692,active antagonist,26.499,-40.4948
91693,active antagonist,9.77004,-61.4125
91697,inactive,,0
91707,inactive,,0
91708,inactive,,0
91727,inactive,,0
91734,inactive,,0
91735,inactive,,0
91739,inactive,,0
91741,inactive,,0
91742,inactive,,0
91744,inactive,,0
91747,inactive,,0
91749,inactive,,0
91753,inactive,,0
91754,inactive,,0
91757,inactive,,0
91758,inactive,,0
91759,inactive,,0
91766,inactive,,0
91770,inactive,,0
91773,inactive,,0
91776,inactive,,0
91778,inactive,,0
91783,inactive,,0
91822,inactive,,0
91984,inactive,,0
92088,inactive,,0
92094,inactive,,0
92140,active antagonist,20.5113,-146.205
92151,inactive,,0
92159,inactive,,0
92163,inactive,,0
92178,inactive,,0
92238,inactive,,0
92251,inactive,,0
92292,inactive,,0
92299,inactive,,0
92321,inactive,,0
92363,inactive,,0
92386,inactive,,0
92387,inactive,,0
92421,inactive,,0
92425,inactive,,0
92431,active antagonist,0.972344,-34.56
92629,inactive,,0
92667,inactive,,0
92727,inactive,,0
92729,inactive,,0
92786,inactive,,0
92806,inactive,,0
92821,inactive,,0
92822,inactive,,0
92839,inactive,,0
92874,inactive,,0
92876,inactive,,0
92877,inactive,,0
92879,inactive,,0
92884,inactive,,0
92888,inactive,,0
92897,inactive,,0
92938,inactive,,0
92942,inactive,,0
92965,inactive,,0
92968,inactive,,0
93011,active agonist,37.4309,95.3418
93012,inactive,,0
93079,inactive,,0
93095,inactive,,0
93098,inactive,,0
93118,active antagonist,14.9015,-115.518
93128,inactive,,0
93162,inactive,,0
93176,inactive,,0
93184,inactive,,0
93221,inactive,,0
93252,inactive,,0
93312,inactive,,0
93365,inactive,,0
93375,inactive,,0
93502,inactive,,0
93504,inactive,,0
93516,inactive,,0
93528,inactive,,0
93541,inactive,,0
93542,inactive,,0
93573,inactive,,0
93858,inactive,,0
94037,inactive,,0
94154,inactive,,0
94232,inactive,,0
94280,inactive,,0
94308,inactive,,0
94310,inactive,,0
94314,inactive,,0
94355,inactive,,0
94377,inactive,,0
94398,active antagonist,1.1391,-93.4915
94411,inactive,,0
94483,inactive,,0
94544,inactive,,0
94617,inactive,,0
94647,inactive,,0
94684,inactive,,0
94785,inactive,,0
94866,inactive,,0
94932,inactive,,0
95116,inactive,,0
95170,inactive,,0
95286,inactive,,0
95337,inactive,,0
95392,inactive,,0
95402,inactive,,0
95416,inactive,,0
95428,inactive,,0
95717,active agonist,19.7421,52.7981
96088,active antagonist,43.6412,-73.3576
96132,inactive,,0
96170,inactive,,0
96359,inactive,,0
96393,inactive,,0
96424,inactive,,0
96430,inactive,,0
96509,active agonist,48.9722,38.0556
97004,inactive,,0
