PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
2698,26757797,9864,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164378-01/24061939,,Inconclusive,,,,Complete curve; partial efficacy; poor fit,-7.1,3.6772,0.677,-27.6089,-5.7563,-1.4,0 0 1 1 0 0 0 0 0 0 0 0 0 0 0,-24.6189,,-4.3803,-6.546,-23.4638,-48.8726,-5.9341,-11.0952,-23.7853,-29.5934,-34.5033,-22.4412,-37.5907,-11.3496,,-24.0905,-37.0475,-24.6189,,,,,,,,,,,,,,,4,,14.4948,,15.0584,22.2988,6.3169,-0.7781,22.2124,17.6455,3.8496,4.8103,-7.359,4.505,-18.8008,14.2958,,1.2354,1.8405,14.4948,,,,,,,,,,,,,,,4,,-29.2165,,-16.3524,-19.6681,-20.07,-30.2249,-17.7081,-21.404,-18.4836,-25.7223,-18.9072,-19.5902,-11.2655,-21.6855,,-19.5603,-24.0083,-29.2165,,,,,,,,,QC'd by SigmaAldrich
2699,26757798,3698,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164379-01/24062593,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0,-23.5619,,-8.3489,4.2109,-4.5191,7.8295,-11.2953,-1.2268,-13.8776,4.4105,-14.7698,-12.7313,-5.7519,-5.9255,,-8.9044,-28.2172,-23.5619,,,,,,,,,,,,,,,4,0 1 0 1 0 0 0 0 0 0 0 0 0 0 0,-19.8455,,13.0649,36.0066,0.8937,37.979,8.3691,3.0984,13.4561,4.2045,3.5332,7.2098,11.5919,5.4397,,-8.0411,-0.8134,-19.8455,,,,,,,,,,,,,,,4,,-4.0362,,-12.9,-15.1317,-2.2778,-14.501,-8.5552,-3.2746,-14.047,-2.82,-10.9028,-11.7348,-8.3205,-9.0951,,-1.6896,-13.6126,-4.0362,,,,,,,,,QC'd by SigmaAldrich
2700,26757799,11273,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164380-01/24061762,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 1 0 0 0,8.588,,-3.6555,-16.8011,-10.5966,7.3612,3.6473,-5.8722,-28.3528,1.018,-9.4564,8.4608,-3.7626,28.8251,,5.5617,7.5412,8.588,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 1 0 0 0 0,8.5084,,-14.6054,-3.9055,-16.9589,-4.2999,7.5424,-4.4938,-17.3362,-6.6011,-6.9538,4.0827,-15.2532,4.8731,,5.3313,8.4015,8.5084,,,,,,,,,,,,,,,4,,-14.625,,-5.2535,-17.7866,-6.1969,-3.2018,-11.0188,-12.6624,-16.6382,-9.317,-13.2035,-9.762,-2.8171,-1.781,,-13.3168,-10.353,-14.625,,,,,,,,,QC'd by SigmaAldrich
2701,26757800,25572,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164381-01/24061238,,Inconclusive,,,,Complete curve; partial efficacy; poor fit,-8.35,0.3,0.3696,-31.3948,15.9748,-1.4,0 0 0 0 1 0 0 0 0 0 0 0 1 0 0,-22.1463,,10.326,-20.7418,-12.8318,-9.0265,-39.1321,-10.051,-19.2302,-16.985,-17.9611,-6.3201,-49.4222,-41.2993,,-1.2613,-22.2649,-22.1463,,,,,,,,,,,,,,,4,,-8.2992,,-6.3809,-7.9232,-11.722,-18.3769,-7.6963,-6.0041,-7.4164,-29.2027,-10.5562,3.2208,-28.9251,-11.195,,-7.8049,-0.0937,-8.2992,,,,,,,,,,,,,,,4,,-12.4468,,6.9194,-8.1702,-1.645,5.6612,-18.0111,-4.5553,-7.3952,4.6163,-6.4983,-7.6109,-14.3076,-20.7514,,0.3497,-12.2029,-12.4468,,,,,,,,,QC'd by SigmaAldrich
2702,26757801,2467,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164382-01/24061685,,Inactive,,,,,,,,,,4,,9.6644,,7.8959,4.4815,14.8251,9.7356,-7.5929,0.5843,-9.1097,8.9157,1.7839,21.8871,-24.2642,22.4681,,15.9797,-0.2103,9.6644,,,,,,,,,,,,,,,4,,21.6851,,17.3202,9.1239,10.5614,10.8991,4.15,6.9248,3.2094,-5.3975,8.4331,36.4415,-16.3118,14.3188,,24.6243,26.6045,21.6851,,,,,,,,,,,,,,,4,,-17.5543,,-14.1276,-9.3225,-4.3775,-7.0425,-12.2857,-11.9286,-13.7523,-0.1096,-11.9667,-16.4261,-11.6798,-5.996,,-14.5866,-20.6975,-17.5543,,,,,,,,,QC'd by SigmaAldrich
2703,26757802,93379,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164383-01/24062081,,Inconclusive,,,,Complete curve; partial efficacy; poor fit,-4.95,4.9549,0.818,32.5,-0.3666,1.4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 1,-15.3234,,9.5543,-7.3234,9.4692,-6.6161,-8.2222,-1.3729,1.9962,3.4554,6.6512,-1.0507,0.2519,-1.5228,,29.6209,30.4873,-15.3234,,,,,,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0,15.5648,,2.2591,11.7958,-2.7697,-9.1115,2.6775,9.8869,11.6816,1.3157,6.0008,14.1204,12.415,9.5136,,13.6267,28.3766,15.5648,,,,,,,,,,,,,,,4,,-20.9209,,1.3244,-11.1862,6.1945,1.335,-5.5699,-8.6377,-6.3096,-3.088,-2.2219,-10.6373,-7.1164,-10.328,,3.5427,0.0616,-20.9209,,,,,,,,,QC'd by SigmaAldrich
2704,26757803,20279,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164384-01/24061628,,Inactive,,,,,,,,,,4,,3.6049,,-1.2148,-3.7682,-13.4023,0.0948,-20.3758,-1.6771,-12.9587,0.949,-26.0418,-12.6906,-41.656,-0.6397,,-17.8634,-20.2728,3.6049,,,,,,,,,,,,,,,4,,-12.2506,,-18.6285,-15.1621,-22.9881,-18.9097,-24.7947,-15.085,-27.3168,-22.2288,-50.1516,-29.2929,-36.6737,-7.7732,,-30.8855,-13.5242,-12.2506,,,,,,,,,,,,,,,4,,4.1997,,7.2406,5.6098,4.1424,10.488,2.3,5.2645,7.6586,9.522,14.1247,7.6338,-6.0124,0.0057,,5.3139,-4.0078,4.1997,,,,,,,,,QC'd by SigmaAldrich
2705,26757804,3033832,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164385-01/24062336,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0 1,-9.839,,-14.1389,-23.2441,1.5862,-3.1254,-19.254,-13.7759,-5.7902,-0.0874,3.6486,-0.7606,-2.2874,0.629,,-1.4728,21.9492,-9.839,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,-35.3022,,-12.7453,-13.5243,-10.5044,-19.4415,-9.2521,-23.4339,-19.7674,-6.8352,-9.4522,-6.6914,0.1482,-6.9843,,9.8845,15.2334,-35.3022,,,,,,,,,,,,,,,4,,2.3618,,-11.4081,-13.8567,-2.5577,0.6198,-12.5456,-4.9335,-1.0588,-8.6347,-3.4451,-7.1437,-9.1217,-8.3796,,-16.6733,-4.8667,2.3618,,,,,,,,,QC'd by SigmaAldrich
2706,26757805,67437,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164386-01/24061483,,Inactive,,,,,,,,,,4,,2.7523,,19.0536,-12.2043,3.9519,11.2106,5.0047,0.7136,-13.647,9.85,17.5204,-7.1433,-10.781,24.6347,,11.89,2.0776,2.7523,,,,,,,,,,,,,,,4,,11.5008,,-5.7403,-7.9969,15.1413,8.9656,22.7073,0.4878,-4.6479,-9.8632,4.9061,-1.1922,3.6628,-6.1965,,0.4578,4.3201,11.5008,,,,,,,,,,,,,,,4,,-19.0407,,2.8789,-12.6809,-16.7499,-8.8344,-18.069,-11.6985,-15.361,-1.4124,-4.9155,-15.1092,-18.2859,4.3038,,-6.5069,-10.6638,-19.0407,,,,,,,,,QC'd by SigmaAldrich
2707,26757806,8840,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164387-01/24062097,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 1 0 0 0,8.1835,,1.5364,-9.2437,0.8483,23.0636,-4.5285,12.7147,-4.0442,-6.472,-2.8458,-3.8788,7.6587,-26.0506,,7.4185,13.1533,8.1835,,,,,,,,,,,,,,,4,,24.8677,,0.3178,4.0856,-0.6626,7.8331,12.1933,4.539,12.6592,-0.7446,-0.9466,0.8171,12.556,0.878,,-0.4252,15.8708,24.8677,,,,,,,,,,,,,,,4,,-15.469,,-4.4713,-10.7875,-2.7611,5.4281,-10.9846,-0.357,-12.2325,-9.6884,-5.8565,-7.3858,-5.5458,-21.1711,,-1.3674,-4.0518,-15.469,,,,,,,,,QC'd by SigmaAldrich
2708,26757807,38258,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164388-01/24061765,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0 1,-16.0952,,-10.0008,-7.48,4.2968,-8.8575,-2.4607,-2.7816,-4.5091,2.5898,5.2443,0.4706,2.3896,11.044,,12.1317,0.7323,-16.0952,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 1 0 0 0 1,-15.9652,,-9.5009,-13.913,-15.0117,-14.5047,-9.319,-4.6019,-5.2652,-23.2585,-13.6635,-5.164,6.1763,-17.5313,,-9.5994,10.8173,-15.9652,,,,,,,,,,,,,,,4,,-4.487,,-2.6746,3.2421,10.2492,3.0233,4.8656,-0.9228,-0.0493,11.3334,8.4975,1.0308,-1.6042,12.0238,,8.2769,-4.6952,-4.487,,,,,,,,,QC'd by SigmaAldrich
2709,26757808,88045,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164389-01/24062084,,Inactive,,,,,,,,,,4,,5.2764,,11.2376,8.4299,2.7482,4.7805,5.7407,0.869,1.747,20.4542,-2.3839,16.3872,-20.3192,10.1669,,16.3452,18.0538,5.2764,,,,,,,,,,,,,,,4,,-5.343,,3.3787,-4.4078,-9.624,0.1287,3.6979,-7.2213,7.8458,9.4392,-12.1231,12.3716,-6.0193,0.4007,,5.7989,-2.7472,-5.343,,,,,,,,,,,,,,,4,,1.3961,,1.6579,6.8818,6.6396,2.1645,1.9629,2.3845,-4.2128,1.2449,3.953,-0.5576,-9.1201,0.9739,,1.6908,12.1978,1.3961,,,,,,,,,QC'd by SigmaAldrich
2710,26757809,4197,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164390-01/24061439,,Inactive,,,,,,,,,,4,,15.8933,,-6.5203,3.5239,22.9661,-0.8876,-0.5831,2.4142,-12.8151,-4.7651,5.4525,8.5367,-8.9355,5.2599,,35.2334,-2.3682,15.8933,,,,,,,,,,,,,,,4,,11.5045,,-0.5073,3.233,-3.6949,6.7833,16.7818,4.6953,-3.1476,-15.9511,0.505,9.4319,46.6752,0.9482,,3.6858,4.9654,11.5045,,,,,,,,,,,,,,,4,,-5.0698,,-8.6489,-3.0995,12.4894,-7.2586,-11.1404,-6.0941,-8.857,0.9103,-2.0312,-5.4265,-28.1333,-4.2666,,10.762,-6.6041,-5.0698,,,,,,,,,QC'd by SigmaAldrich
2711,26757810,117746,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164391-01/24062035,,Inactive,,,,,,,,,,4,,-17.414,,7.3734,8.3884,-15.0268,-0.9898,-2.5991,0.2896,8.3465,-5.086,15.2097,-8.6165,10.3691,18.9925,,1.5912,8.8714,-17.414,,,,,,,,,,,,,,,4,,1.726,,-8.3606,3.2857,-0.2802,3.4829,9.5905,11.9381,8.1622,2.8849,-5.4158,2.0459,8.4749,5.5455,,10.3323,6.4179,1.726,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 1 0 0 0,-15.6553,,7.4863,2.1932,-9.8101,-3.0489,-6.387,-8.8577,-0.8688,-8.6149,10.5662,-8.4513,0.5357,2.9312,,-8.2275,1.3784,-15.6553,,,,,,,,,QC'd by SigmaAldrich
2712,26757811,21859,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164392-01/24061444,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 1 0 0,11.155,,-21.9373,-19.9526,-13.2699,-8.6523,-23.6761,-3.9096,-4.5576,-18.2785,-6.1579,4.0954,-19.9934,2.6203,,20.5707,-8.5512,11.155,,,,,,,,,,,,,,,4,,11.3237,,0.0752,5.2054,-2.3766,-3.8676,-0.5298,5.0784,12.4539,-4.84,-0.3768,14.377,7.7408,-9.9893,,5.28,9.7273,11.3237,,,,,,,,,,,,,,,4,,-9.1562,,-19.14,-18.8121,-11.1125,-6.8479,-16.8022,-11.2903,-14.0725,-15.3809,-9.3266,-12.0841,-19.9218,0.0507,,0.3402,-14.0532,-9.1562,,,,,,,,,QC'd by SigmaAldrich
2713,26757812,5702238,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164393-01/24061551,,Activator,15.8489,52.5603,,Complete curve; partial efficacy; poor fit,-5.1,2.4064,0.8451,42.2027,-0.7718,1.4,0 0 0 0 0 0 1 1 0 0 0 0 0 0 1,3.7249,,4.9057,1.2949,-4.9093,11.5912,-12.2373,-0.5075,-24.8707,23.4815,-0.8585,1.388,-4.7583,19.1544,,40.5161,36.2985,3.7249,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.8,1.1,0.6928,55.9651,3.4048,2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,16.0804,,13.134,13.4956,3.4041,15.2707,4.0707,2.8651,-5.0793,12.0852,2.2143,14.2141,9.6886,15.3634,,26.4533,43.8312,16.0804,,,,,,,,,,,,,,,4,,-12.3907,,-8.1007,-8.1563,-6.2814,-3.3784,-9.1916,-4.7631,-12.6006,0.7213,-4.4793,-10.2276,-9.1795,-3.7223,,0.6036,-5.9904,-12.3907,,,,,,,,,QC'd by SigmaAldrich
2714,26757813,13266,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164394-01/24062126,,Inconclusive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0 1 0 0,20.4439,,-7.3063,-5.6192,-1.2837,-18.3339,1.7003,-13.7895,-15.2545,-3.4703,-15.8195,10.9489,-28.2838,-2.2018,,23.3967,-7.4673,20.4439,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.45,1.1,0.8087,59.6112,3.8356,2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,46.9817,,12.4832,8.7242,3.8423,-0.7433,17.743,1.8129,6.2565,3.6236,4.2608,11.2883,5.8343,7.8137,,20.5302,27.3819,46.9817,,,,,,,,,,,,,,,4,,-20.0762,,-14.6476,-9.5597,-4.4455,-10.9231,-9.0677,-11.8077,-13.6243,-9.0065,-14.3772,-3.9024,-20.5689,-11.0063,,-5.064,-19.7587,-20.0762,,,,,,,,,QC'd by SigmaAldrich
2715,26757814,5365642,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164395-01/24061723,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,-22.3403,,-3.1893,-18.6913,-13.6832,7.782,1.7106,-12.4378,-14.4029,6.5055,-7.3918,5.3778,-0.8236,-0.1897,,29.2249,15.5803,-22.3403,,,,,,,,,,,,,,,4,,3.6046,,9.8463,6.9092,4.9089,0.5975,15.2081,-3.3903,10.5548,3.4692,0.5506,11.4175,26.5199,1.6689,,15.0088,21.3903,3.6046,,,,,,,,,,,,,,,4,,-19.6037,,-9.593,-15.9532,-11.7334,6.0608,-6.6884,-6.619,-14.8041,-0.5314,-5.7577,-4.7567,-15.4124,-3.3579,,5.8242,-2.4595,-19.6037,,,,,,,,,QC'd by SigmaAldrich
2716,26757815,5367650,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164396-01/24061242,,Inactive,,,,,,,,,,4,1 0 0 1 0 0 0 0 0 0 0 0 0 0 1,-9.2381,,5.1406,-15.8308,-12.3858,11.601,-9.635,-19.8345,-12.9253,-8.2279,-22.6722,-1.8224,1.8652,5.7813,,13.2623,11.0019,-9.2381,,,,,,,,,,,,,,,4,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,21.7449,,3.853,-8.9962,-1.1769,-0.1205,0.5054,1.411,3.1358,-3.4216,-3.8283,4.5287,7.7226,6.0996,,-1.1744,5.6158,21.7449,,,,,,,,,,,,,,,4,,-23.5607,,-3.7262,-6.2549,-9.2631,5.2006,-7.0502,-16.4459,-11.8657,-8.2612,-15.105,-7.8081,-5.7879,-6.5453,,3.28,1.3819,-23.5607,,,,,,,,,QC'd by SigmaAldrich
2717,26757816,5833,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164397-01/24062577,,Inconclusive,11.2202,28.2358,,Partial curve; high efficacy,-4.5,1.4781,0.925,-111.647,8.0313,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-85.9007,,12.1364,-5.1581,8.7251,21.1833,13.6868,13.4789,13.2932,-0.7863,9.7236,-9.8654,-0.0246,4.5393,,-25.3859,-55.2069,-85.9007,,,,,,,,,Partial curve; high efficacy,-4.75,1.331,0.9676,-131.002,-9.7278,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-119.302,,-11.5167,-10.2793,-18.0228,-6.3345,2.2962,-19.9678,-1.4992,-13.4605,-11.3896,-9.4903,-30.103,-33.8311,,-60.1926,-93.7985,-119.302,,,,,,,,,Complete curve; partial efficacy; poor fit,-4.95,1.1,0.7915,32,3.7642,1.4,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0,26.2374,,5.0609,-3.5298,8.6764,9.416,1.8526,11.2861,2.0765,-2.3926,3.9943,-7.8581,11.2535,13.6836,,16.8061,30.0106,26.2374,,,,,,,,,QC'd by SigmaAldrich
2718,26757817,246983,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164398-01/24062509,,Inactive,,,,,,,,,,4,,2.6024,,1.11,-1.065,6.8179,8.4142,-8.0625,-2.8774,1.8349,-19.9291,3.7784,3.141,-4.8468,-3.978,,-0.5763,4.3163,2.6024,,,,,,,,,,,,,,,4,,-3.1219,,2.4558,5.2938,13.044,9.0413,6.9701,3.157,6.812,-12.2552,-0.1058,9.3231,3.3392,7.2606,,-0.5145,21.2574,-3.1219,,,,,,,,,,,,,,,4,,0.6568,,-1.8276,-3.0903,-3.3828,0.6121,-6.9985,-4.3409,-2.2144,-6.4576,1.8469,-4.4736,-4.0328,-9.0015,,-1.1881,-8.1863,0.6568,,,,,,,,,QC'd by SigmaAldrich
2719,26757818,449459,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164399-01/24061791,,Cytotoxic,50.1187,65.9499,,Single point of activity,-4.3,4.4495,0.8741,-122.905,-2.3038,-3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-140.817,,-2.8753,-14.4408,-6.8372,-16.3221,-7.5247,-9.9554,-5.0309,-4.9579,-2.1004,1.3378,0.15,12.7689,,10.9179,-4.3007,-140.817,,,,,,,,,Partial curve; high efficacy,-4.35,4.4495,0.9009,-104.168,-17.8761,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-107.222,,-9.7739,-18.8308,-19.9741,-23.5646,-23.9807,-17.5941,-12.2971,-36.8686,-22.7422,-14.7311,-16.5311,-9.2309,,-11.1557,-35.947,-107.222,,,,,,,,,Single point of activity,-4.3,4.9549,0.9437,-68.722,-2.772,-3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0,-61.7566,,-7.7941,-7.4597,-2.8341,-5.6645,0.863,-7.0022,-5.7338,5.9638,0.1753,-2.4353,-0.2425,-1.583,,-0.7,10.1468,-61.7566,,,,,,,,,QC'd by SigmaAldrich
2720,26757819,28417,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164400-01/24061902,,Inhibitor,17.7828,96.5345,,Complete curve; partial efficacy; poor fit,-5.35,0.5,0.8808,-73.3738,1.2693,-1.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-64.1576,,8.1492,-4.7195,-0.8302,-4.0267,-9.2683,-12.6411,0.128,-19.6203,-14.9904,-16.2857,-41.328,-47.6715,,-30.8951,-59.5985,-64.1576,,,,,,,,,Partial curve; high efficacy; poor fit,-4.75,0.8,0.8696,-99.3522,-2.8177,-2.3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-90.9749,,-11.7559,-3.7487,0.449,-8.8769,2.254,1.1471,7.2025,-15.8471,-6.3546,-4.6927,-37.8549,-43.213,,-33.5189,-55.4016,-90.9749,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24.8494,,-0.4448,-12.2778,-12.5386,-8.0767,-17.2225,-20.9425,-15.3906,-16.7805,-18.2686,-19.8997,-15.7199,-16.7409,,-9.567,-13.1942,24.8494,,,,,,,,,QC'd by SigmaAldrich
2721,26757820,9782,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164401-01/24062310,,Inactive,,,,,,,,,,4,,-0.2024,,-4.4456,-15.5581,16.3547,7.3863,4.8495,8.4454,3.0433,18.1252,16.9196,3.1612,-26.5988,8.9661,,23.2176,-16.2624,-0.2024,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 1 0 0 0 0,-5.0289,,-27.8046,-26.3699,-7.9454,-30.3147,-16.232,-13.6503,-14.0277,-16.1284,-4.2208,6.0899,-35.3253,2.4378,,-2.7124,-2.4059,-5.0289,,,,,,,,,,,,,,,4,,-17.2813,,-6.6357,-11.7789,-4.2569,3.9377,-4.2493,-6.6046,-7.7877,-2.3093,-7.1895,-18.1179,-13.6657,-15.6315,,-6.2689,-22.0402,-17.2813,,,,,,,,,QC'd by SigmaAldrich
2722,26757821,20469,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164402-01/24061600,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1 0 0 0 0 0 0 0 0,11.9596,,3.823,-14.0917,12.2036,19.6328,3.3022,16.3864,-1.4012,23.7056,16.0312,15.9054,11.5547,24.7937,,12.1402,25.7925,11.9596,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 0 0 1,4.0378,,-0.9022,-2.6387,-4.7425,5.0536,3.0873,7.518,-0.8161,12.4618,4.0758,21.509,30.2529,10.4248,,12.6971,24.2385,4.0378,,,,,,,,,,,,,,,4,,0.0524,,0.2805,-7.1536,9.1544,7.9558,1.0986,2.8502,-0.7129,2.1272,4.5542,-4.517,-8.3496,3.6518,,-3.1793,1.2353,0.0524,,,,,,,,,QC'd by SigmaAldrich
