PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
4863,144208416,650,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
4864,144208417,13888,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4865,144208418,75969,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4866,144208419,67058,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4867,144208420,13514,Inconclusive,5,,,inconclusive,inconclusive agonist,2.98402,46.4942,inconclusive antagonist,,0,inconclusive antagonist,3.75666,-68.1553,inconclusive antagonist,3.75666,-38.8398,ChemService
4868,144208421,7964,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4869,144208422,1140,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4870,144208423,18056,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4871,144208424,41684,Inconclusive,20,,,active agonist,active agonist,0.733682,161.277,inconclusive antagonist,,0,active agonist,0.560843,119.086,active antagonist,6.29276,-72.8409,Toronto Research
4872,144208425,61345,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4873,144208426,16096,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4874,144208427,14347,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,SigmaAldrich
4875,144208428,5284385,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SigmaAldrich
4876,144208429,65114,Inconclusive,5,,,inconclusive,inconclusive agonist,0.0871609,46.6717,inactive,,0,inconclusive,,0,inconclusive antagonist,49.0141,-57.283,RTI
4877,144208430,13539,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,4.42131,-29.571,inactive,,0,SigmaAldrich
4878,144208431,8640,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,0,inactive,,0,inconclusive antagonist,2.26461,-31.2975,inactive,,0,SigmaAldrich
4879,144208432,28780,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4880,144208433,14242,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,FLUKA
4881,144208434,10788,Inconclusive,20,,,active agonist,active agonist,45.984,164.647,inactive,,0,inconclusive agonist,27.3909,152.102,inactive,,0,SIGMA
4882,144208435,7206,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4883,144208436,8497,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,unknown
4884,144208437,5339,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4885,144208438,17355,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4886,144208439,1752,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,0,inconclusive antagonist,52.4075,-116.08,inconclusive antagonist,27.8223,-81.7887,SIGMA
4887,144208440,7284,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4888,144208441,2733526,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,22.017,-38.649,inconclusive,,0,inconclusive antagonist,15.5868,-62.2897,inactive,,0,SigmaAldrich
4889,144208442,22188,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,ChemService
4890,144208443,23677963,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
4891,144208444,6305,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4892,144208445,8129,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4893,144208446,8715,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4894,144208447,12955,Active,55,,,active antagonist,active antagonist,3.66218,-67.7062,inactive,,0,active antagonist,9.3772,-79.9335,inactive,,0,SigmaAldrich
4895,144208448,1672,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4896,144208449,7238,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4897,144208450,444913,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4898,144208451,18303,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4899,144208452,8295,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4900,144208453,5921,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4901,144208454,7242,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,SIGMA
4902,144208455,31276,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4903,144208456,6108,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4904,144208457,6228,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4905,144208458,3035,Inconclusive,5,,,inconclusive,inconclusive antagonist,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,Alfa Aesar
4906,144208459,5284443,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
4907,144208460,68570,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,5.37794,-89.7819,inactive,,0,active antagonist,12.5107,-89.9189,active antagonist,1.35088,-44.3862,SigmaAldrich
4908,144208461,6635,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,ChemService
4909,144208462,9795,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemos
4910,144208463,7934,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4911,144208464,31256,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4912,144208465,517546,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4913,144208466,79103,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4914,144208467,7565,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4915,144208468,8098,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4916,144208469,15560,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4917,144208470,5807,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4918,144208471,1483,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,58.3246,-49.6228,inactive,,0,active antagonist,49.0741,-113.941,inconclusive antagonist,,0,SIGMA
4919,144208472,11335,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4920,144208473,7267,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,SIGMA
4921,144208474,8606,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4922,144208475,12484,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,0,inactive,,0,inconclusive antagonist,,0,inconclusive antagonist,,0,SIGMA
4923,144208476,11065,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,active agonist,17.3781,73.3624,inactive,,0,SIGMA
4924,144208477,379,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4925,144208478,7078,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4926,144208479,9502,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4927,144208480,13728,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
4928,144208481,18487,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,Sensient
4929,144208482,8066,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4930,144208483,8572,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inconclusive antagonist,,0,SigmaAldrich
4931,144208484,5281168,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4932,144208485,13578,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4933,144208486,7804,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4934,144208487,2723770,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4935,144208488,7367,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4936,144208489,5991,Active,70,,,active antagonist,active antagonist,1.08858,-114.449,inconclusive agonist,,0,active antagonist,1.13116,-117.077,active antagonist,3.31278,-54.991,SIGMA
4937,144208490,8413,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4938,144208491,1732,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4939,144208492,2723650,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4940,144208493,24744,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4941,144208494,6294,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,24.9471,-68.5412,inconclusive antagonist,59.159,-47.1433,active antagonist,55.8497,-103.028,active antagonist,58.0347,-88.1132,SIGMA
4942,144208495,11742,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,48.5711,-70.137,inconclusive antagonist,54.4976,-49.1424,inconclusive antagonist,43.289,-128.446,inconclusive antagonist,54.4976,-87.7604,SIGMA
4943,144208496,15965,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,SIGMA
4944,144208497,811,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4945,144208498,62276,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4946,144208499,10458,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4947,144208500,14218,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
4948,144208501,8916,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4949,144208502,17092,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4950,144208503,2771871,Active,50,,,active antagonist,active antagonist,34.6485,-110.333,inactive,,0,active antagonist,47.0996,-141.94,inactive,,0,SigmaAldrich
4951,144208504,8294,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4952,144208505,17816,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4953,144208506,7154,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4954,144208507,11164,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4955,144208508,22584,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,38.8334,-75.631,inactive,,0,active antagonist,46.1536,-92.8045,inactive,,0,SigmaAldrich
4956,144208509,13,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4957,144208510,12076,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4958,144208511,7411,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4959,144208512,8805,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4960,144208513,6501,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4961,144208514,12749,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4962,144208515,8196,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inconclusive antagonist,,0,ChemService
4963,144208516,7450,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4964,144208517,7207,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4965,144208518,8190,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4966,144208519,122499,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
4967,144208520,6054,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4968,144208521,9237,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4969,144208522,7360,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4970,144208523,8359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4971,144208524,62655,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4972,144208525,21630,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
4973,144208526,15158,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4974,144208527,23392,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4975,144208528,8489,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4976,144208529,5333,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4977,144208530,7440,Inconclusive,10,,,inconclusive agonist (cytotoxic),active agonist,22.7524,81.7916,inconclusive antagonist,36.0601,-27.9856,inconclusive agonist,,0,active antagonist,7.33432,-37.6385,SIGMA
4978,144208531,9016,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4979,144208532,6598,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4980,144208533,8103,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4981,144208534,3293,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4982,144208535,2345,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4983,144208536,9570093,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4984,144208537,54740,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
4985,144208538,7231,Inconclusive,5,,,inconclusive,inconclusive agonist,17.3441,53.9058,inactive,,0,inconclusive antagonist,58.0968,-56.473,inactive,,0,Sensient
4986,144208539,1349907,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4987,144208540,23673837,Inconclusive,5,,,inconclusive,active agonist,52.8772,207.866,active antagonist,48.9706,-87.0501,active antagonist,47.1268,-138.107,inconclusive antagonist,59.3292,-92.2984,SigmaAldrich
4988,144208541,7522,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4989,144208542,31237,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4990,144208543,15088,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4991,144208544,8034,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4992,144208545,2955,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4993,144208546,2723789,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4994,144208547,25644,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,12.9406,-83.3661,inconclusive antagonist,,0,active antagonist,18.9942,-113.762,active antagonist,27.8797,-73.8214,SIGMA
4995,144208548,3598,Inconclusive,5,,,inconclusive,active agonist,0.226753,156.718,active antagonist,33.7976,-83.8887,inconclusive antagonist,,-88.6453,active antagonist,22.2443,-127.243,SIGMA
4996,144208549,3613389,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4997,144208550,5569,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,Supelco
4998,144208551,6732,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,0,inactive,,0,inconclusive antagonist,24.3102,-50.3216,inactive,,0,SIGMA
4999,144208552,31368,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,SIGMA
5000,144208553,108242,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Toronto Research
5001,144208554,3030,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5002,144208555,36324,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inconclusive antagonist,58.46,-37.9605,active antagonist,61.924,-105.614,inconclusive antagonist,49.188,-120.438,SigmaAldrich
5003,144208556,8638,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5004,144208557,2763,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5005,144208558,7415,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5006,144208559,12971,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5007,144208560,7761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5008,144208561,31344,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5009,144208562,15615,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5010,144208563,2724189,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5011,144208564,5753,Active,61,,,active antagonist,active antagonist,0.572301,-67.1501,inactive,,0,active antagonist,1.33135,-78.9524,inconclusive antagonist,,0,SIGMA
5012,144208565,3767,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5013,144208566,8630,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5014,144208567,6537,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5015,144208568,7471,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
5016,144208569,4943,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Research Biochemical
5017,144208570,6984,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SigmaAldrich
5018,144208571,957,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5019,144208572,445154,Inconclusive,20,,,active agonist,active agonist,9.4874,82.4875,inactive,,0,active agonist,13.9256,85.333,inactive,,0,ChromaDex
5020,144208573,5870,Active,55,,,active antagonist,active antagonist,3.89428,-71.4933,inactive,,0,active antagonist,4.36946,-72.7947,inactive,,0,SIGMA
5021,144208574,4169,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SigmaAldrich
5022,144208575,23676704,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5023,144208576,13144,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pfaltz-Bauer
5024,144208577,9993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5025,144208578,7486,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5026,144208579,9862,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5027,144208580,8183,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5028,144208581,15797,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,24.7786,-38.2782,inactive,,0,inconclusive antagonist,44.0633,-41.6039,inactive,,0,SigmaAldrich
5029,144208582,3672,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5030,144208583,135398735,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,49.2539,-58.6116,inactive,,0,inconclusive antagonist,58.5384,-63.5395,inactive,,0,SIGMA
5031,144208584,16230,Inconclusive,5,,,inconclusive,active agonist,8.43102,47.3679,inactive,,0,inactive,,0,inactive,,0,SIGMA
5032,144208585,8846,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
5033,144208586,6672,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,SIGMA
5034,144208587,7567,Inconclusive,5,,,inconclusive,inconclusive agonist,8.74806,64.4541,inactive,,0,inactive,,0,inactive,,0,SIGMA
5035,144208588,2708,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,20.3025,inactive,,0,SIGMA
5036,144208589,2727,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5037,144208590,15286,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inconclusive,,0,inactive,,0,SIGMA
5038,144208591,18283,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5039,144208592,4937,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5040,144208593,51556,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5041,144208594,80779,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5042,144208595,5988,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5043,144208596,11169,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5044,144208597,7713,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,25.7567,inactive,,0,SIGMA
5045,144208598,7963,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,1.13819,585.361,inactive,,0,SigmaAldrich
5046,144208599,17857,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,SigmaAldrich
5047,144208600,18529,Inconclusive,5,,,inconclusive,active agonist,50.6765,65.6832,active antagonist,56.86,-56.7432,inconclusive antagonist,54.7192,-140.524,active antagonist,61.396,-49.5779,SigmaAldrich
5048,144208601,5284421,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,60.9968,50.0597,inactive,,0,SIGMA
5049,144208602,9552079,Inconclusive,5,,,inconclusive,active agonist,6.10721,186.02,inconclusive antagonist,54.4305,-93.4581,active antagonist,44.9272,-201.593,active antagonist,28.3471,-112.52,SigmaAldrich
5050,144208603,7592,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5051,144208604,8697,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5052,144208605,6849,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5053,144208606,7810,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5054,144208607,3017,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5055,144208608,7245,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5056,144208609,7261,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5057,144208610,228987,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,Sensient
5058,144208611,32154,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5059,144208612,13263,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,49.2839,-55.1625,inactive,,0,inconclusive antagonist,52.2042,-46.1014,inactive,,0,SigmaAldrich
5060,144208613,454,Inconclusive,5,,,inconclusive,inconclusive antagonist,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5061,144208614,2734171,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Promy Chemical
5062,144208615,11729,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,18.6807,inactive,,0,SigmaAldrich
5063,144208616,6937,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5064,144208617,14264,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5065,144208618,938,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5066,144208619,15531,Inconclusive,20,,,active agonist,active agonist,4.35985,71.1743,inactive,,0,inconclusive agonist,7.75303,93.1421,inactive,,0,SigmaAldrich
5067,144208620,5365125,Inconclusive,5,,,inconclusive,inconclusive antagonist,,0,inactive,,0,inconclusive,,0,inactive,,0,Interchem
5068,144208621,638034,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,47.7943,-103.07,inactive,,0,active antagonist,55.7241,-92.5342,inactive,,0,SIGMA
5069,144208622,7573,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inconclusive antagonist,48.7806,-130.432,inconclusive antagonist,57.9758,-46.9447,SIGMA
5070,144208623,15630,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5071,144208624,6896,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
